UCL_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL522043,46,84,0,0,6,19,0,0,17,65,20,77,0,0,0,0,4,11,4,11,25,89,0,0,0,0,0,6,6,15,6,20,0,0,0,0,0,3,0,3,6,25,0,4,79,198
UCL522044,34,77,0,0,0,7,3,20,13,49,18,80,0,0,0,0,4,17,4,16,25,96,0,0,0,0,3,17,17,53,19,75,0,0,0,0,8,11,8,11,29,86,0,0,89,254
UCL522045,71,141,0,0,0,5,0,11,25,100,27,116,5,8,0,0,7,16,10,22,37,145,0,3,0,3,0,8,4,19,11,31,0,0,0,0,0,3,0,3,7,35,0,3,123,314
UCL522046,44,89,0,0,7,32,0,7,9,45,20,83,0,3,0,3,17,42,19,52,35,129,0,0,0,4,0,0,3,13,3,13,0,3,0,4,3,3,4,6,9,21,3,4,92,249
UCL522047,15,29,0,4,0,3,0,23,3,12,5,47,0,0,0,0,0,10,0,10,4,52,0,0,0,0,3,14,0,0,3,14,0,0,0,0,0,8,0,8,5,25,0,6,28,106
UCL522048,3,7,0,0,0,0,3,17,14,54,18,75,0,0,0,0,0,0,0,0,18,75,0,0,0,0,3,17,5,16,12,36,0,0,0,0,11,28,11,28,20,63,0,0,42,145
UCL522049,73,142,0,6,4,22,0,0,23,89,27,113,0,3,9,20,4,15,10,38,44,153,0,0,0,3,0,4,12,20,15,32,0,0,4,9,0,5,4,17,17,46,0,0,134,339
UCL522050,17,38,0,0,0,5,0,5,16,55,12,63,0,0,0,9,0,0,0,9,19,69,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,9,4,8,5,8,0,0,41,123
UCL522051,24,48,0,8,0,11,0,0,19,65,19,78,0,0,0,4,3,8,3,13,24,95,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,3,4,4,9,0,0,54,152
UCL522052,39,74,0,0,0,12,0,3,12,48,16,57,0,0,0,0,4,11,9,13,21,70,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,12,6,16,6,22,0,0,69,174
UCL522053,14,22,0,0,0,0,0,0,6,22,6,22,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47
UCL522054,28,56,0,0,7,28,0,0,16,69,25,101,3,13,0,3,4,11,7,22,27,122,0,0,0,5,3,14,13,45,18,58,0,0,0,3,4,11,8,12,19,73,4,14,82,256
UCL522055,15,31,0,0,0,5,0,5,11,34,8,44,0,3,0,3,0,7,3,5,10,49,0,0,0,0,0,0,3,11,3,11,0,0,0,0,3,9,3,9,10,22,0,0,35,104
UCL522056,46,94,0,0,0,8,3,11,16,70,19,84,0,0,0,3,0,0,0,3,24,87,3,17,0,3,3,10,6,26,16,47,0,0,0,0,3,6,3,6,15,58,3,8,93,244
UCL522057,11,18,0,0,0,7,4,22,12,39,17,70,0,0,0,0,3,13,3,13,21,88,0,0,0,3,3,13,0,7,7,18,0,0,0,0,3,11,3,11,11,28,3,24,37,153
UCL522058,55,114,0,6,0,0,0,0,8,43,14,55,0,0,0,9,3,6,3,15,14,72,0,0,0,0,0,0,5,10,5,10,0,5,0,0,3,5,4,9,6,18,0,0,83,199
UCL522059,14,25,0,0,4,10,8,36,19,82,32,130,0,0,0,0,3,12,3,12,34,138,0,0,0,6,0,0,8,14,9,24,0,6,0,0,5,9,8,20,13,37,3,5,59,204
UCL522060,11,29,0,9,0,6,3,24,18,81,30,120,0,0,0,6,4,14,4,15,31,133,0,0,0,5,6,24,13,26,14,49,0,0,0,0,4,13,4,13,15,62,3,12,64,228
UCL522061,18,30,0,0,0,6,3,7,26,99,27,108,0,0,0,0,5,22,5,22,31,129,0,4,3,17,7,57,12,28,21,101,0,0,0,5,9,15,4,20,28,124,4,9,79,291
UCL522062,44,81,0,9,3,12,0,4,13,68,23,93,0,0,3,8,3,9,3,15,26,107,0,0,0,3,0,4,3,9,7,20,0,3,0,3,3,3,3,10,9,27,0,0,76,220
UCL522063,38,71,0,0,3,15,0,0,25,116,33,129,0,0,0,0,7,22,7,22,42,152,0,0,0,4,0,0,8,19,10,22,0,0,0,0,5,18,5,18,19,44,0,0,94,261
UCL522064,16,31,5,25,0,0,0,0,6,35,10,61,0,0,0,0,0,5,0,5,11,60,0,0,0,3,0,10,8,24,9,45,0,0,0,0,5,14,5,14,16,59,3,12,48,160
UCL522065,43,84,0,3,6,17,3,14,29,124,42,163,0,7,3,18,15,45,20,72,61,234,0,0,0,3,0,0,11,39,18,44,0,0,0,0,3,3,3,3,18,49,3,4,130,369
UCL522066,35,68,0,0,0,3,0,8,14,45,16,61,0,0,0,0,8,20,8,20,19,80,0,0,0,5,0,3,3,10,6,24,0,0,0,0,3,6,3,6,7,30,0,0,65,177
UCL522067,31,62,0,0,3,9,0,0,12,47,11,57,0,3,3,9,3,10,8,23,18,76,0,0,0,6,0,0,5,18,3,19,0,0,0,3,0,0,0,3,3,25,0,0,56,157
UCL522068,17,44,0,11,7,36,6,20,28,141,41,196,0,0,0,0,0,6,0,6,39,208,0,0,0,0,0,0,23,73,23,73,0,0,0,0,4,15,4,15,31,92,10,21,94,359
UCL531777,18488,36212,318,1728,1732,7690,644,2907,8934,35537,11628,47864,828,3285,1223,3820,3357,10225,5413,17327,17041,65190,40,198,226,786,154,580,1462,4044,1882,5603,119,361,294,624,1314,2792,1731,3784,3615,9383,342,755,39485,111546
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,18285,36108,254,1415,1747,8035,425,1900,9953,38111,12377,49459,764,3114,1740,5772,2933,9067,5441,17949,17813,67409,101,434,714,2438,264,924,3866,10109,4947,13905,333,1031,1049,2242,2702,5704,4082,8980,9031,22885,774,1613,45900,128011
UCL611001,7483,14772,134,719,751,3473,192,832,4062,15719,5141,20743,331,1361,649,2137,1212,3739,2195,7235,7332,27978,40,188,292,1026,117,430,1595,4204,2049,5844,134,410,407,884,1165,2475,1709,3772,3758,9619,356,743,18924,53110
UCL612001,2493,4935,48,249,212,974,68,304,1100,4305,1426,5835,88,367,185,587,408,1251,689,2201,2114,8039,20,82,103,358,50,171,630,1716,804,2329,40,111,130,274,362,759,528,1147,1328,3472,63,134,6001,16577
UCL613001,2082,4125,28,151,224,1057,53,239,972,3751,1278,5196,84,339,146,450,318,992,548,1786,1826,6984,21,78,92,310,31,94,503,1308,645,1794,38,117,128,275,305,641,473,1031,1110,2826,65,126,5082,14062
UCL613002,1474,2915,11,53,112,540,39,172,572,2229,732,2999,52,223,98,304,231,716,383,1249,1114,4245,14,59,41,160,21,78,257,680,337,968,22,69,59,116,198,410,283,600,617,1568,36,69,3242,8796
UCL614001,601,1205,6,55,38,170,27,114,298,1191,369,1533,25,110,42,131,120,378,191,615,559,2148,3,24,24,94,17,56,167,460,212,633,12,49,27,56,105,224,151,328,362,960,21,52,1544,4367
UCL614002,706,1389,8,36,36,172,8,47,236,895,290,1152,20,81,34,115,83,253,139,444,429,1595,0,12,19,63,7,31,116,304,139,413,17,50,23,46,74,163,114,255,251,664,17,32,1402,3677
UCL615001,122,242,4,13,10,45,3,13,42,174,62,253,0,11,11,36,15,46,28,83,86,334,0,7,3,13,3,8,26,74,36,112,3,7,4,4,23,54,30,60,62,175,3,5,272,760
UCL615002,193,393,0,9,11,46,0,6,41,143,55,208,4,17,8,13,14,52,26,81,78,289,0,0,3,15,3,4,22,60,24,83,4,6,3,12,19,41,28,56,57,139,0,0,329,820
UCL615003,186,369,3,12,7,37,0,0,57,223,65,272,6,28,3,13,14,41,26,83,92,354,0,3,0,9,0,0,24,66,28,82,0,0,5,10,16,29,15,35,46,118,3,3,331,841
UCL615004,295,583,4,25,19,104,6,40,108,438,144,606,7,38,12,45,44,126,66,213,208,813,0,9,5,16,8,23,51,141,59,183,4,17,4,8,36,70,49,96,111,280,7,13,614,1688
UCL615005,490,966,12,81,40,186,17,87,263,1015,340,1367,20,87,41,134,84,257,151,482,483,1849,8,30,22,87,10,46,124,321,165,473,3,11,26,47,60,127,92,185,255,667,13,19,1243,3497
UCL615006,147,292,0,16,15,58,5,21,48,173,69,274,4,16,14,57,25,77,43,155,111,421,0,6,3,12,4,10,26,73,37,92,0,0,0,7,18,43,20,52,60,145,0,3,318,860
UCL615007,476,947,10,51,41,182,21,94,193,792,261,1121,14,51,22,60,74,220,102,334,362,1453,9,24,25,83,7,45,116,320,155,473,6,13,13,28,79,172,94,215,252,688,17,41,1111,3129
UCL615008,247,501,0,12,26,124,10,52,156,589,192,781,22,77,16,61,47,135,80,275,277,1055,0,9,5,22,3,4,36,97,46,134,4,16,13,21,29,64,49,97,92,234,3,6,624,1802
UCL615009,198,388,3,12,22,88,3,16,106,403,129,522,7,19,3,14,32,103,46,127,173,651,6,11,14,38,5,20,41,120,68,191,3,7,12,20,37,86,53,118,117,304,8,17,499,1365
UCL615010,413,818,3,7,28,114,16,71,192,738,234,930,13,46,15,43,63,193,91,284,327,1213,0,0,8,29,3,9,87,240,103,280,8,25,10,27,68,150,90,206,196,490,10,25,945,2544
UCL615011,356,703,4,23,56,258,10,39,216,856,286,1171,18,78,29,104,77,243,129,431,411,1607,0,4,8,27,3,8,49,127,62,171,3,8,9,17,30,60,38,90,104,258,4,16,882,2583
UCL615012,422,842,3,13,27,135,8,37,159,613,201,803,16,62,23,92,69,205,109,356,311,1156,3,6,9,38,9,23,78,197,96,267,0,0,10,28,50,111,67,141,164,405,11,19,906,2427
UCL615013,226,442,4,14,41,190,0,10,216,840,262,1054,10,31,23,73,28,98,58,204,319,1254,0,0,20,63,0,0,46,121,65,181,4,8,10,20,27,55,42,84,105,265,13,23,654,1993
UCL615014,339,671,3,25,31,133,5,22,172,675,213,850,10,42,23,76,56,182,90,304,303,1152,3,10,5,23,8,27,73,180,85,234,3,16,22,44,44,95,72,157,157,393,5,13,807,2231
UCL615015,412,817,8,41,37,146,12,48,167,643,218,881,11,52,23,68,49,157,88,276,303,1161,0,9,10,46,3,9,60,143,71,204,3,14,8,24,45,89,63,127,136,334,11,23,863,2328
UCL615016,324,640,7,36,25,107,9,43,176,673,217,863,7,29,22,69,64,186,92,285,304,1142,0,4,5,21,3,11,35,94,49,131,0,4,9,22,29,66,41,88,92,222,9,21,726,2022
UCL615017,530,1048,0,8,30,112,6,41,150,584,191,737,11,38,28,78,46,143,79,255,274,992,0,0,11,41,3,12,64,170,78,227,0,3,11,17,38,71,48,97,126,324,10,17,943,2378
UCL615018,135,267,0,0,7,26,3,26,24,97,36,148,0,0,6,23,18,44,23,69,60,221,0,0,6,9,3,6,30,87,41,103,0,9,6,15,27,53,31,71,75,171,0,0,267,665
UCL615019,191,377,4,19,18,66,11,44,81,327,112,465,5,12,10,39,21,71,40,119,151,577,0,3,3,20,3,7,43,116,56,151,3,4,8,9,26,51,31,64,86,218,12,22,439,1196
UCL615020,236,462,8,38,19,77,6,32,91,382,127,527,12,43,13,46,32,87,54,175,176,704,0,10,8,25,0,4,40,98,43,131,0,7,9,27,15,29,26,60,71,194,10,13,493,1373
UCL615021,160,313,0,5,12,45,9,25,45,165,57,244,0,3,8,17,15,53,27,75,87,321,3,6,0,3,0,0,18,53,20,60,0,3,3,7,18,40,23,53,43,114,4,9,288,749
UCL615022,363,728,4,19,34,167,12,40,180,726,227,951,12,44,21,78,55,167,90,283,317,1240,0,7,13,37,3,15,68,188,91,250,0,0,12,13,46,103,60,120,144,371,9,16,833,2350
UCL615023,166,334,3,22,20,76,0,12,126,509,154,619,3,12,19,58,31,88,49,156,199,779,0,0,3,16,4,9,32,82,39,106,0,3,5,11,9,15,13,28,53,134,0,0,419,1238
UCL615024,292,568,9,42,12,63,7,48,144,538,174,688,8,38,16,49,48,144,74,228,247,917,3,15,12,32,12,30,60,157,79,231,3,13,11,17,43,85,53,115,132,345,7,18,669,1844
UCL615025,208,416,0,4,5,34,3,9,43,173,51,216,0,13,5,12,18,48,25,73,79,296,0,0,6,27,7,15,30,74,44,120,0,6,13,24,31,58,48,91,88,213,0,0,373,923
UCL615026,197,393,0,5,7,39,7,40,65,259,83,341,7,15,11,48,27,77,45,136,129,478,0,4,0,0,3,12,23,73,31,87,0,8,3,10,22,37,24,56,59,146,13,24,391,1040
UCL621001,117,227,0,7,6,23,3,11,28,107,41,150,0,10,4,7,4,8,6,25,47,176,0,0,6,16,0,4,11,31,16,45,0,0,0,3,8,15,8,13,19,64,3,4,186,466
UCL621002,128,257,0,8,10,41,3,20,30,115,45,181,5,17,6,8,12,29,18,59,60,240,0,8,3,14,0,6,18,44,18,68,0,0,8,10,8,18,13,25,37,95,5,8,231,597
UCL621003,59,107,0,3,7,25,0,3,59,235,66,271,9,30,6,19,9,40,22,87,94,361,0,0,0,0,0,0,5,23,5,23,0,8,3,3,0,8,9,18,17,39,0,3,165,511
UCL621004,67,119,0,0,3,8,0,5,45,178,49,187,3,10,8,23,5,21,21,57,66,243,0,0,0,4,0,0,7,15,11,17,0,0,3,5,4,12,11,18,16,36,0,3,150,403
UCL621005,86,163,0,0,3,33,3,20,47,163,53,213,4,10,7,17,14,37,16,61,70,273,0,4,3,20,0,3,9,22,18,50,0,0,3,3,11,27,13,28,33,79,0,0,183,518
UCL621006,92,174,0,5,7,22,0,0,35,143,41,172,0,0,3,3,5,20,11,25,51,193,0,0,0,3,0,0,6,20,7,27,0,3,3,3,7,17,13,22,22,43,0,3,165,418
UCL621007,96,185,3,24,8,35,3,20,47,202,64,275,0,4,3,23,15,42,23,70,83,336,0,6,6,16,0,5,22,48,27,85,6,12,3,9,17,34,21,51,51,138,3,7,235,669
UCL621008,61,113,0,0,6,30,3,10,48,195,60,236,3,14,4,7,6,30,18,50,74,289,0,0,0,4,0,0,13,22,12,25,0,0,0,0,5,10,8,15,17,45,4,7,152,451
UCL621009,94,176,0,0,11,55,0,6,60,229,75,292,0,4,15,36,8,36,22,76,98,368,0,0,0,4,0,0,7,26,10,33,0,0,3,5,0,7,6,8,17,41,0,3,203,584
UCL621010,79,146,0,5,6,34,5,21,27,118,45,177,0,6,5,10,9,28,12,46,52,226,0,0,3,11,0,0,17,39,20,47,0,0,3,8,9,14,8,21,25,69,0,6,160,444
UCL621011,62,123,0,0,14,52,3,4,21,86,37,148,3,11,4,25,12,38,24,71,55,220,0,0,0,11,0,0,13,26,17,40,0,3,4,7,6,14,9,18,20,59,3,7,147,401
UCL621012,141,280,3,22,16,73,3,12,68,263,90,368,0,8,17,62,22,57,42,128,130,500,0,3,4,13,0,0,7,22,10,37,0,0,0,5,9,14,11,19,16,52,3,3,296,838
UCL621013,63,134,4,15,6,34,0,4,53,220,66,267,10,31,19,50,20,70,48,149,116,415,0,0,0,3,0,0,12,21,13,22,0,3,0,0,4,14,4,13,18,35,0,0,194,583
UCL621014,98,193,0,6,0,8,4,23,22,90,31,131,3,11,5,14,7,23,14,50,44,179,0,0,0,11,0,5,4,18,10,32,0,3,4,8,10,23,15,33,27,68,0,3,170,440
UCL621015,67,136,0,0,6,32,0,3,17,62,22,101,0,5,3,7,10,26,14,39,35,141,0,0,0,7,3,9,12,42,14,59,0,0,5,7,13,24,12,25,31,87,0,0,133,359
UCL621016,112,220,0,0,4,12,3,11,15,70,25,95,0,0,0,0,3,12,3,12,28,105,0,0,0,0,0,0,13,29,13,29,0,0,3,5,3,7,4,15,19,42,3,4,162,375
UCL621017,117,231,0,4,13,58,3,7,24,88,37,156,3,5,4,26,20,57,26,91,68,244,0,0,3,9,4,7,23,73,29,89,3,6,3,3,18,38,23,54,54,141,3,3,232,623
UCL621018,105,200,3,11,4,34,6,26,82,309,95,368,6,22,5,19,14,42,23,79,114,449,0,0,0,0,0,0,13,40,18,40,0,3,3,3,5,16,14,26,26,70,0,0,247,722
UCL621019,126,240,3,7,15,55,0,7,43,172,64,253,5,16,7,27,27,82,42,124,103,378,0,3,4,11,0,0,5,19,10,33,6,13,3,5,9,19,16,40,27,82,0,4,255,700
UCL621020,69,138,0,3,3,18,0,7,49,174,57,198,3,13,3,11,8,16,14,32,65,237,0,3,0,6,0,0,15,46,20,58,0,0,3,8,11,19,10,26,32,82,3,3,167,455
UCL621021,69,135,0,0,0,0,0,12,35,125,33,136,0,3,3,9,9,22,8,33,46,165,0,0,3,4,0,0,8,24,13,29,0,0,0,0,6,12,4,9,17,39,0,3,139,347
UCL621022,95,184,0,4,10,37,0,3,33,115,42,164,0,3,5,9,14,46,16,66,59,229,0,0,4,5,0,0,4,5,5,16,4,14,5,7,4,12,12,26,16,42,0,0,170,453
UCL621023,118,232,0,4,3,27,0,8,26,86,29,128,0,0,3,8,12,28,13,38,45,164,0,0,0,3,0,3,12,32,11,40,0,0,3,3,3,11,9,15,20,58,0,3,185,455
UCL621024,95,175,0,7,4,28,0,5,37,146,51,185,4,15,0,3,5,25,11,43,63,226,0,0,0,0,3,3,5,22,12,27,0,0,0,0,8,17,8,17,15,40,3,3,172,449
UCL621025,82,159,0,3,3,32,0,4,35,122,41,158,3,5,0,4,16,53,21,59,58,220,0,0,3,14,0,3,10,24,10,32,0,4,3,5,3,5,11,21,21,52,0,0,163,427
UCL621026,109,222,0,0,0,4,3,10,17,48,18,59,0,3,0,0,7,29,10,35,30,91,0,0,5,6,0,0,9,19,11,29,0,4,0,3,9,18,9,25,19,51,0,0,166,367
UCL621027,94,177,0,11,7,44,6,25,33,124,48,204,4,11,3,9,20,49,20,67,73,271,0,3,3,9,4,13,21,50,27,68,0,0,5,5,14,22,15,33,35,98,0,3,204,554
UCL621028,83,156,0,4,8,27,3,18,40,144,48,195,0,8,0,3,13,31,15,39,59,235,0,0,0,8,0,0,23,57,25,66,0,0,0,7,6,16,13,22,35,91,0,0,178,479
UCL622001,41,77,0,6,3,25,0,3,33,120,39,151,3,12,4,15,11,42,18,62,61,212,0,0,3,15,0,8,14,35,16,58,0,0,0,3,6,8,10,14,28,74,3,3,124,367
UCL622002,53,105,0,0,0,6,0,0,3,14,7,15,0,0,0,4,0,3,4,4,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,59,133
UCL622003,51,106,0,8,3,17,0,8,15,62,24,90,0,0,0,0,4,16,4,16,30,107,0,0,0,0,0,0,9,18,9,18,0,0,3,4,4,8,9,14,17,33,0,4,94,243
UCL622004,45,95,0,0,3,22,4,12,26,88,29,125,3,13,3,6,15,46,18,62,54,187,0,5,0,0,0,0,7,11,4,23,0,3,0,0,0,0,3,5,7,25,0,0,105,316
UCL622005,29,64,0,0,3,19,0,0,4,37,7,55,0,3,0,0,0,3,4,7,13,56,0,0,0,3,0,0,0,5,0,5,0,0,0,0,3,8,3,8,5,14,0,0,47,135
UCL622006,38,69,0,0,10,31,3,9,27,104,34,149,3,8,0,3,5,29,9,36,47,187,0,8,0,0,0,3,10,34,15,45,0,3,3,8,8,12,10,16,23,59,3,3,113,319
UCL622007,57,105,0,0,8,34,0,0,26,91,34,122,0,10,6,22,13,36,23,66,49,188,0,0,0,3,0,0,4,12,5,19,4,10,0,0,7,9,9,28,14,48,0,0,125,345
UCL622008,24,50,0,0,6,27,3,12,13,67,22,108,3,9,0,10,4,17,11,37,31,139,0,0,0,4,0,0,6,5,9,14,0,3,0,3,0,0,3,6,8,13,0,0,69,203
UCL622009,46,93,0,0,4,27,0,0,11,35,14,68,0,3,5,20,8,16,13,44,27,107,0,0,0,0,0,0,0,4,0,4,0,0,4,3,3,3,4,6,4,14,3,3,83,218
UCL622010,75,153,0,13,0,0,3,16,21,77,25,107,0,0,5,8,9,19,9,35,36,136,0,0,3,4,0,0,4,14,4,17,0,3,0,7,8,17,11,25,17,45,6,8,137,346
UCL622011,31,66,0,3,3,8,4,13,10,54,19,84,0,0,0,4,4,17,9,20,23,104,0,0,0,3,0,5,0,9,8,12,0,3,0,0,3,13,6,13,8,30,0,0,71,195
UCL622012,64,132,0,0,0,11,0,4,15,42,13,58,0,0,3,6,3,13,5,14,17,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,5,9,5,10,0,0,93,210
UCL622013,45,88,0,0,6,32,0,0,25,98,26,122,0,3,0,3,4,17,10,25,37,153,0,4,4,7,3,10,10,20,14,46,0,0,0,3,7,13,11,18,22,64,0,3,108,303
UCL622014,34,71,0,0,4,24,0,3,19,62,22,91,0,0,0,5,8,15,8,21,32,110,0,0,0,7,0,4,0,8,4,19,0,0,0,3,3,8,3,10,8,30,0,0,79,214
UCL622015,60,122,0,0,0,5,3,9,19,87,25,98,0,6,4,12,8,24,13,50,39,145,0,0,0,0,0,0,3,7,3,7,0,6,0,3,5,6,6,13,10,24,0,6,109,294
UCL622016,25,54,0,0,4,21,0,5,10,35,14,62,3,8,0,4,3,9,4,22,22,81,0,0,0,3,0,3,7,20,6,29,0,3,0,0,8,10,4,15,13,43,0,0,65,180
UCL622017,36,72,0,0,4,10,0,0,22,80,22,90,0,12,0,7,3,7,5,20,29,109,0,0,0,5,0,0,4,6,4,10,0,0,0,3,3,6,5,9,9,18,3,9,81,212
UCL622018,55,102,0,3,3,5,0,12,13,37,16,60,0,8,0,3,8,17,6,30,23,85,0,0,0,3,0,0,8,21,10,21,0,0,0,0,3,7,3,10,16,31,0,0,93,220
UCL622019,77,154,0,0,3,16,3,9,19,71,26,94,3,12,3,18,11,27,17,59,43,146,0,0,0,3,0,3,4,13,10,20,0,0,3,9,4,9,7,18,16,35,0,3,133,338
UCL622020,46,91,0,4,0,11,0,0,20,82,19,93,3,11,3,14,12,41,17,65,40,158,0,0,0,0,0,3,6,15,7,20,0,0,0,0,11,19,11,19,17,35,0,0,102,284
UCL622021,52,96,0,8,6,35,0,5,25,84,31,128,0,5,3,15,8,17,17,41,46,168,0,0,0,0,0,9,3,3,6,16,0,0,3,4,3,5,3,11,6,22,0,0,100,283
UCL622022,27,54,0,0,0,5,0,8,16,63,18,74,0,8,6,16,6,19,13,36,27,109,0,0,0,0,0,0,9,29,9,29,0,0,0,0,5,15,5,15,12,41,0,0,72,205
UCL622023,62,118,0,8,3,9,0,0,11,45,12,56,0,4,3,10,10,16,13,32,25,88,0,0,3,5,0,3,7,11,7,17,0,0,0,3,3,5,3,7,12,28,0,4,102,244
UCL622024,16,36,0,0,3,19,0,4,4,25,9,49,0,0,0,3,0,9,4,14,15,60,0,0,0,0,0,0,4,14,4,14,0,0,0,0,3,9,3,9,10,18,0,0,43,113
UCL622025,25,45,0,0,0,8,3,8,10,46,14,63,0,0,0,0,0,3,0,3,18,64,0,0,0,0,0,0,4,10,4,10,0,0,3,6,4,14,7,19,15,26,0,0,55,143
UCL622026,28,58,0,0,0,14,0,3,8,41,15,61,0,0,5,9,3,9,8,17,21,80,0,0,0,3,0,0,3,12,7,15,0,0,0,0,3,12,3,12,15,24,3,5,65,165
UCL622027,50,93,0,0,3,3,0,0,13,54,18,57,0,0,4,23,8,20,9,37,27,95,0,0,0,0,0,0,3,13,6,17,0,3,0,4,5,11,4,19,17,36,0,0,96,227
UCL622028,44,94,0,7,10,31,3,7,32,111,38,154,0,0,3,6,10,24,12,33,54,185,0,4,0,5,0,0,5,11,9,21,0,0,0,3,4,13,10,13,14,40,0,0,113,319
UCL622029,53,99,0,0,0,3,0,0,6,20,9,25,0,7,3,12,3,16,11,30,17,54,0,0,3,8,0,0,0,13,10,23,0,0,0,0,8,14,8,14,12,38,0,0,84,192
UCL622030,43,83,0,8,0,4,0,0,24,99,26,107,0,7,0,5,4,18,12,29,34,134,0,3,3,3,0,0,11,27,11,34,0,0,5,8,0,6,3,7,15,45,0,0,96,265
UCL622031,66,136,0,0,6,20,0,6,18,69,21,89,0,0,4,11,12,36,15,46,39,132,0,0,0,5,0,0,10,30,14,38,0,3,0,3,3,8,3,9,22,46,0,0,125,316
UCL622032,55,113,0,0,3,21,4,11,21,79,26,116,0,3,4,22,8,28,18,50,44,166,0,4,0,3,0,3,5,8,6,18,0,0,0,7,6,18,11,23,16,39,0,3,123,322
UCL622033,47,89,0,0,3,15,0,3,11,46,21,71,0,3,0,3,3,9,7,21,24,85,3,8,0,0,0,0,4,12,4,21,0,0,6,5,4,18,8,23,15,39,0,3,88,223
UCL622034,23,43,0,0,0,5,0,3,6,23,5,28,0,3,0,0,3,9,5,8,13,41,0,0,0,3,0,0,3,6,0,11,0,0,0,0,5,3,4,12,5,19,0,3,42,108
UCL622035,37,74,0,0,4,26,0,0,3,23,9,45,0,0,3,6,5,11,3,17,15,55,0,0,0,0,0,0,0,6,3,11,0,5,0,0,3,3,5,4,7,16,0,7,57,153
UCL622036,42,76,0,0,0,5,0,0,5,21,3,28,0,4,0,3,0,6,6,19,11,40,0,0,0,4,0,3,8,9,8,22,0,0,0,6,5,17,12,20,17,38,0,0,72,164
UCL631777,13201,25969,214,1158,1232,5672,346,1566,5665,22442,7460,30842,544,2197,953,3022,2276,7026,3774,12249,11233,43087,18,86,219,769,94,330,1149,3007,1476,4189,89,270,254,556,1105,2308,1449,3129,2927,7317,207,416,27569,76795
UCL679997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL699994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL703001,10522,20677,208,1153,1146,5308,377,1740,8279,31479,10016,39678,445,1791,803,2557,1632,5134,2878,9478,12891,49158,50,226,286,1046,166,618,1821,4936,2323,6828,122,373,359,761,1257,2720,1736,3857,4061,10685,470,1015,27949,81527
