UCL_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
UCL422065,67,0,0,3,0,76,30,0,0,0,0,34,3,0,0,0,0,3,104,0,0,5,0,109
UCL422066,47,0,5,0,3,57,15,0,0,0,0,18,0,0,0,0,0,0,58,0,5,0,6,70
UCL422067,65,0,0,0,0,65,5,0,0,0,0,6,0,0,0,0,0,0,76,0,0,0,0,77
UCL422068,23,0,0,0,0,29,25,0,0,0,0,25,8,0,0,0,0,9,58,3,0,0,0,59
UCL431777,39972,108,35,481,341,40941,7911,63,23,244,92,8332,978,4,4,59,45,1090,48863,174,64,784,478,50362
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,452843,87657,36180,1270,1060,579004,47408,18929,7760,591,167,74856,9806,3264,1448,131,274,14919,510058,109846,45387,1986,1495,668779
UCL511001,18576,1862,492,143,40,21117,2456,774,333,104,3,3674,433,93,45,11,11,587,21460,2734,866,256,58,25377
UCL512001,7844,508,18,60,44,8477,1659,415,19,23,8,2127,237,59,3,0,3,307,9741,985,39,92,56,10911
UCL512002,6640,615,12,235,22,7515,950,334,14,96,0,1401,157,50,4,21,3,238,7749,1001,24,351,31,9155
UCL512003,7870,877,133,137,28,9043,1471,496,98,56,11,2131,225,50,25,16,8,326,9567,1420,248,212,48,11501
UCL512004,6805,1138,112,112,26,8190,1001,358,79,46,10,1483,160,57,12,9,14,253,7960,1554,200,161,48,9921
UCL513001,2812,276,224,219,61,3592,450,85,76,94,34,740,94,18,18,26,13,171,3353,377,316,347,104,4497
UCL513002,2580,196,52,14,25,2873,525,159,14,3,13,706,96,29,0,0,4,132,3196,386,67,24,35,3711
UCL513003,3679,348,148,49,12,4236,344,121,25,10,0,496,84,17,3,0,0,105,4103,487,179,65,17,4845
UCL513004,2665,252,403,40,22,3376,400,69,88,10,5,576,110,11,24,21,7,170,3178,335,513,70,30,4124
UCL514001,1879,51,5,13,3,1944,608,55,6,3,7,672,66,9,3,0,0,81,2551,111,18,14,8,2703
UCL514002,1734,83,3,4,6,1835,141,20,0,0,4,163,36,0,0,0,3,38,1906,105,3,4,10,2038
UCL514003,1846,101,7,12,5,1967,176,34,4,13,3,232,36,3,0,3,0,44,2054,135,5,28,13,2240
UCL514004,1624,15,46,24,9,1720,503,28,27,14,3,578,57,0,7,0,0,64,2183,52,77,32,15,2363
UCL514005,2499,68,6,0,11,2584,257,12,0,0,0,269,48,3,0,0,0,51,2807,87,6,0,10,2904
UCL515001,302,8,19,5,3,334,107,3,26,6,0,142,10,0,3,0,0,16,417,12,47,10,3,493
UCL515002,380,0,0,0,0,379,52,0,0,0,0,52,9,0,0,0,0,9,439,0,0,0,0,437
UCL515003,470,11,3,0,0,488,103,3,7,0,0,110,15,0,0,0,0,15,583,17,9,0,0,610
UCL515004,508,0,0,0,0,508,72,0,0,0,0,72,11,0,0,0,0,11,595,0,0,0,0,595
UCL515005,574,25,3,0,0,607,85,20,3,0,0,108,21,0,0,0,0,19,681,43,6,0,3,736
UCL515006,902,61,27,62,10,1063,281,62,11,25,3,383,48,14,0,5,4,75,1236,133,43,94,19,1525
UCL515007,420,6,0,0,3,436,31,0,0,0,0,29,5,0,0,0,0,6,457,6,0,0,5,473
UCL515008,276,0,12,3,3,302,20,0,3,0,0,23,8,0,0,0,0,4,302,0,15,3,3,330
UCL515009,738,48,0,0,5,788,145,35,0,0,0,185,24,3,0,0,0,21,904,80,0,3,5,1000
UCL515010,598,97,3,40,3,746,173,78,3,6,0,260,31,14,0,0,0,54,810,188,10,45,5,1057
UCL515011,666,24,3,0,5,697,155,22,0,0,0,180,19,3,0,0,0,18,841,48,4,0,3,897
UCL515012,601,0,0,0,0,603,44,0,0,0,0,44,9,0,0,0,0,9,660,0,0,0,0,663
UCL515013,684,12,0,26,3,724,77,4,0,5,3,84,31,24,0,3,0,58,783,39,0,35,6,867
UCL515014,77,6,52,19,0,150,81,11,24,5,3,121,11,0,4,10,0,21,168,13,73,30,3,289
UCL515015,637,52,4,0,3,692,211,48,11,0,0,262,29,3,0,0,9,41,877,103,14,0,15,1005
UCL515016,413,19,0,9,0,441,91,3,0,8,0,105,14,0,0,0,0,18,524,21,3,16,0,572
UCL515017,310,28,32,38,3,409,57,22,19,16,0,120,5,3,0,8,0,20,373,60,50,59,3,548
UCL515018,481,38,4,0,0,525,60,10,0,0,0,72,8,4,0,0,0,7,547,50,9,0,0,608
UCL515019,819,48,11,0,5,882,279,39,8,0,4,327,31,8,0,0,3,43,1126,97,16,0,13,1249
UCL515020,724,110,53,144,8,1039,168,56,15,51,4,297,24,13,4,13,3,62,918,177,72,207,16,1394
UCL515021,479,20,0,30,5,531,61,13,0,14,0,83,9,0,0,3,0,7,549,34,0,42,8,629
UCL515022,1104,51,51,3,0,1211,265,38,43,0,0,347,28,4,6,0,0,42,1398,93,101,3,0,1601
UCL515023,695,13,4,5,4,715,196,32,4,0,0,228,32,3,0,0,0,33,916,43,10,5,5,977
UCL515024,377,9,0,3,3,392,153,3,0,0,0,156,17,0,0,5,0,24,547,12,0,11,3,570
UCL515025,487,4,4,4,3,504,178,0,0,0,0,180,31,0,0,0,0,33,690,5,7,6,3,709
UCL515026,1017,49,11,10,0,1096,298,38,0,46,0,388,52,7,0,0,0,60,1369,96,17,63,0,1545
UCL515027,1038,39,9,5,4,1091,76,22,8,0,8,118,22,5,0,0,0,31,1135,61,19,8,10,1234
UCL515028,331,25,0,0,0,357,21,9,0,0,0,32,7,3,0,0,0,5,362,34,0,0,3,398
UCL515029,967,63,3,21,3,1057,170,57,3,17,0,252,25,10,0,4,0,35,1163,129,7,40,3,1345
UCL515030,800,18,19,23,8,868,168,24,22,12,4,233,29,0,3,0,0,31,997,42,48,35,15,1134
UCL515031,761,26,19,6,0,808,51,0,0,0,0,53,15,0,0,0,0,17,821,25,20,8,0,879
UCL515032,658,0,0,0,5,664,129,0,0,0,0,129,17,0,0,0,0,22,799,0,0,0,3,809
UCL515033,367,19,0,3,0,392,129,22,0,0,0,153,15,0,0,0,0,17,509,40,0,5,4,565
UCL515034,595,16,17,5,0,635,152,11,38,0,0,203,17,0,9,9,3,31,759,34,64,15,3,870
UCL515035,268,128,3,0,0,402,33,23,0,0,0,59,3,4,0,0,0,9,306,155,3,0,3,470
UCL515036,697,18,18,0,9,748,168,23,11,0,3,204,21,0,0,0,6,28,894,42,28,0,18,983
UCL521001,158,0,0,0,0,161,30,0,0,0,0,31,3,0,0,0,0,3,192,0,0,3,0,191
UCL521002,240,0,0,3,0,247,42,0,0,0,0,42,8,0,0,0,0,8,286,0,0,3,0,292
UCL521003,250,0,9,0,0,261,94,0,5,0,0,105,17,0,3,0,0,19,362,3,14,0,0,377
UCL521004,104,0,0,0,0,104,44,0,0,0,0,45,3,0,0,0,0,3,149,0,0,0,0,156
UCL521005,311,7,6,6,0,326,66,9,8,0,0,84,8,0,0,0,0,13,389,13,13,12,3,422
UCL521006,240,0,7,0,0,249,32,3,3,0,0,36,9,0,0,0,0,8,281,4,5,0,0,298
UCL521007,129,3,0,0,0,139,72,0,0,0,0,72,8,4,0,0,0,10,212,6,0,0,0,221
UCL521008,126,5,7,3,0,141,57,0,4,0,0,69,9,0,0,3,0,14,194,7,11,10,0,220
UCL521009,142,8,0,0,0,157,47,13,0,0,0,58,9,0,0,0,0,6,198,20,0,0,0,229
UCL521010,202,6,0,0,4,212,68,7,0,0,0,81,8,0,0,0,0,8,272,14,0,4,6,293
UCL521011,170,0,0,0,0,173,16,0,0,0,0,16,0,0,0,0,0,0,191,0,0,0,0,188
UCL521012,153,0,0,5,0,163,38,0,0,6,0,42,4,0,0,0,0,4,202,0,0,14,0,214
UCL521013,162,0,0,0,0,162,7,0,0,0,0,7,4,0,0,0,0,4,171,0,0,0,0,171
UCL521014,153,0,0,3,0,154,42,0,0,0,0,42,11,0,0,0,0,11,199,0,0,3,0,206
UCL521015,256,0,0,0,0,262,22,0,0,0,0,22,8,0,0,0,3,13,291,0,0,0,6,299
UCL521016,199,0,5,13,0,209,74,0,10,4,0,89,11,0,3,0,0,16,281,3,14,17,0,317
UCL521017,199,4,0,0,4,205,74,6,0,0,0,80,6,0,0,0,0,6,277,13,0,3,8,294
UCL521018,199,0,8,8,7,214,46,0,6,4,0,67,4,0,0,0,0,3,252,0,12,12,8,286
UCL521019,186,10,0,7,7,208,29,9,0,3,0,39,0,0,0,0,0,3,215,14,3,11,7,252
UCL521020,184,15,18,25,0,239,31,8,0,13,0,54,9,0,0,5,0,12,216,24,19,43,0,305
UCL521021,202,0,0,3,0,205,39,0,0,0,0,39,5,0,0,0,0,5,245,0,0,3,0,253
UCL521022,247,7,0,0,4,252,32,0,0,0,0,37,11,0,0,0,0,11,289,6,0,0,4,298
UCL521023,198,0,0,0,0,198,9,0,0,0,0,17,0,0,0,0,0,0,211,0,0,0,0,213
UCL521024,149,7,0,0,0,154,38,7,0,0,0,41,4,0,0,0,0,4,196,8,0,0,0,209
UCL521025,128,3,0,3,3,138,55,3,0,4,4,63,4,0,0,0,0,5,191,7,0,8,11,206
UCL521026,110,53,10,14,7,189,102,41,6,9,0,161,11,5,0,6,0,26,229,98,16,22,5,377
UCL521027,186,0,0,0,0,186,7,0,0,0,0,7,3,0,0,0,0,3,194,0,0,0,0,194
UCL521028,159,7,6,9,0,179,42,9,0,7,0,48,4,0,0,3,0,10,202,12,4,13,0,234
UCL521029,223,0,0,4,0,226,22,0,0,0,0,23,3,0,0,0,0,3,246,4,0,4,0,253
UCL521030,170,12,0,0,0,185,38,9,0,0,0,43,3,0,0,0,0,3,213,23,0,0,0,236
UCL521031,200,7,0,3,0,210,83,12,0,0,3,98,11,0,0,0,5,18,300,20,0,3,7,327
UCL521032,276,6,7,0,3,293,110,0,16,0,0,125,16,4,0,0,0,21,398,11,27,0,3,439
UCL521033,131,9,0,4,0,146,35,5,0,3,0,42,6,0,0,0,0,7,173,15,0,11,0,192
UCL521034,182,15,0,0,10,211,46,8,0,0,0,57,6,3,0,0,4,13,234,27,3,3,9,279
UCL521035,82,3,0,15,0,103,46,0,0,7,0,54,7,0,0,0,0,8,137,3,0,26,0,167
UCL521036,67,0,0,0,0,67,27,0,0,0,0,27,3,0,0,0,0,3,97,0,0,0,0,97
UCL521037,159,0,0,0,0,158,3,0,0,0,0,3,0,0,0,0,0,0,166,0,0,0,0,164
UCL521038,81,0,17,5,0,101,51,0,5,0,0,56,9,0,0,0,0,7,142,0,21,5,3,168
UCL521039,119,0,0,0,0,124,52,0,0,0,0,51,6,0,0,0,0,6,179,0,0,0,3,183
UCL521040,213,0,0,0,3,214,29,0,0,0,0,25,3,0,0,0,0,3,246,0,0,0,3,248
UCL521041,390,0,0,0,3,393,74,0,0,0,0,74,13,0,0,0,0,13,478,0,0,0,3,479
UCL521042,152,0,0,8,0,153,48,0,0,3,0,51,7,0,0,0,0,7,204,0,0,11,0,213
UCL521043,141,3,0,0,3,148,88,0,0,3,0,89,21,0,0,0,0,18,246,3,4,4,7,264
UCL521044,269,22,0,0,0,293,55,15,0,0,0,63,7,0,0,0,0,4,326,36,0,0,0,364
UCL521045,204,0,0,3,0,205,95,0,5,3,0,103,15,0,0,0,0,17,306,0,5,8,0,323
UCL521046,256,0,0,0,0,259,25,0,0,0,0,25,3,0,0,0,0,3,278,0,0,0,0,282
UCL521047,159,11,22,32,0,226,44,4,7,3,0,59,17,0,0,3,3,19,216,16,27,40,6,303
UCL521048,130,58,0,4,0,196,3,10,0,0,0,10,0,0,0,0,0,3,140,70,3,3,0,214
UCL521049,177,9,5,0,3,187,68,8,0,0,0,73,8,0,0,0,0,8,249,14,3,0,3,274
UCL521050,193,3,3,0,0,203,103,0,18,0,0,118,8,0,0,0,0,8,306,3,22,0,0,327
UCL521051,178,0,0,0,0,180,61,0,12,0,3,76,3,0,0,0,0,3,240,0,9,0,3,260
UCL521052,51,16,0,6,7,83,43,26,0,3,3,80,11,3,0,0,0,10,104,49,0,11,8,176
UCL521053,355,0,0,0,3,362,33,0,0,0,0,33,6,0,0,0,0,6,391,0,0,0,3,397
UCL521054,167,5,0,4,4,179,57,12,0,4,0,71,7,0,0,0,0,7,224,11,0,8,4,250
UCL521055,297,3,0,4,3,309,69,4,0,3,0,79,19,0,0,3,0,18,378,15,0,9,3,407
UCL521056,73,0,3,0,0,76,48,0,0,0,0,47,7,0,0,0,0,7,123,0,3,0,0,131
UCL521057,203,0,0,6,0,211,72,7,0,0,0,80,11,0,0,0,0,11,287,8,0,5,0,297
UCL521058,177,0,0,0,3,176,35,0,0,0,0,35,0,0,0,0,0,0,211,0,0,0,3,216
UCL521059,255,6,0,3,0,267,67,5,0,0,0,75,10,0,0,0,0,12,330,13,3,3,0,353
UCL521060,84,4,3,0,4,97,72,15,0,5,3,90,7,0,0,0,3,6,156,21,3,6,12,196
UCL522001,22,0,0,0,0,20,23,0,0,0,0,23,14,0,0,0,0,14,60,0,0,0,0,58
UCL522002,92,4,0,0,3,106,16,0,0,0,0,15,3,0,0,0,0,3,114,4,0,0,4,125
UCL522003,62,0,0,0,0,63,12,0,0,0,0,12,15,0,0,0,0,17,91,0,0,0,3,100
UCL522004,10,0,0,0,0,10,56,0,0,0,0,56,0,0,0,0,0,0,72,0,0,0,0,72
UCL522005,34,0,0,0,0,39,37,0,0,0,0,37,3,0,0,0,0,7,77,0,0,0,0,80
UCL522006,129,0,3,0,0,125,10,0,0,0,0,10,0,0,0,0,0,0,137,0,3,0,0,135
UCL522007,57,3,0,3,0,65,20,6,0,3,0,27,3,0,0,0,0,3,79,8,0,7,0,97
UCL522008,59,0,0,3,0,58,22,0,0,0,0,22,4,0,0,0,0,4,84,0,0,3,0,86
UCL522009,110,0,0,0,0,112,13,0,0,0,0,17,0,0,0,0,0,0,121,0,0,0,3,126
UCL522010,95,0,0,0,0,95,3,0,0,0,0,3,0,0,0,0,0,0,98,0,0,0,0,98
UCL522011,96,0,3,0,0,98,18,0,3,0,0,21,0,0,0,0,0,0,116,0,6,0,0,131
UCL522012,98,0,0,3,0,95,22,0,0,0,0,21,3,0,0,0,0,9,118,0,0,3,0,124
UCL522013,58,0,0,0,0,62,13,0,0,0,0,13,3,0,0,0,0,3,67,0,0,0,0,74
UCL522014,0,0,0,22,0,18,0,3,0,7,0,16,0,0,0,0,0,0,3,3,0,27,0,40
UCL522015,60,7,0,0,0,69,36,0,3,0,0,37,3,0,0,0,0,3,96,7,3,0,0,108
UCL522016,108,0,0,0,0,105,26,0,0,0,0,25,4,0,0,0,0,4,135,0,0,0,0,135
UCL522017,34,0,0,0,0,42,19,0,0,0,0,18,0,0,0,0,0,3,55,0,0,3,7,64
UCL522018,137,5,0,0,0,137,22,3,0,0,0,18,4,0,0,0,0,4,158,5,0,0,0,167
UCL522019,64,0,0,3,0,70,25,3,0,0,0,26,0,0,0,0,0,0,91,4,0,3,0,96
UCL522020,41,0,0,11,0,52,46,0,0,0,0,50,8,0,0,14,0,21,101,0,0,19,0,121
UCL522021,129,0,0,0,0,129,25,4,0,0,0,28,3,0,0,0,0,3,149,4,0,0,0,154
UCL522022,61,0,0,3,0,69,33,0,0,0,0,33,3,0,0,0,0,3,97,0,0,3,0,100
UCL522023,100,0,0,6,0,106,27,0,0,3,0,33,0,0,0,0,0,0,136,0,0,7,0,138
UCL522024,93,3,0,0,0,95,24,0,0,0,0,23,3,0,0,0,0,3,119,6,0,0,0,125
UCL522025,105,0,0,0,0,105,41,3,0,0,0,42,4,0,0,0,0,7,151,6,0,0,0,156
UCL522026,50,0,0,0,0,47,13,0,0,3,0,19,0,0,0,0,0,0,64,0,0,0,0,69
UCL522027,109,0,0,0,0,114,15,0,0,0,0,15,3,0,0,0,0,3,132,0,0,0,0,133
UCL522028,72,3,0,0,0,76,5,3,0,0,0,12,3,0,0,0,0,3,78,7,0,3,0,91
UCL522029,23,3,0,0,0,27,31,0,0,0,0,31,3,0,0,0,0,3,57,3,0,0,0,64
UCL522030,11,0,0,0,0,12,58,0,4,0,0,62,3,0,0,0,0,3,79,0,3,0,0,81
UCL522031,125,0,0,3,0,123,53,0,0,0,0,56,5,0,0,0,0,5,182,0,0,7,0,185
UCL522032,5,0,0,0,0,5,25,0,0,0,0,25,3,0,0,0,0,3,30,0,0,0,0,30
UCL522033,54,0,0,0,0,59,30,3,0,0,0,37,0,0,0,0,0,0,91,3,3,0,0,92
UCL522034,76,0,0,0,0,81,29,0,0,0,0,29,0,0,0,0,0,0,110,0,0,0,0,115
UCL522035,69,10,0,0,0,78,33,7,0,0,3,40,3,0,0,0,0,3,104,19,0,0,3,126
UCL522036,77,3,0,5,0,84,17,4,0,3,0,23,8,0,0,0,0,10,97,6,0,9,3,116
UCL522037,91,0,0,3,0,92,24,0,0,8,0,39,3,0,0,0,0,3,119,0,0,11,0,136
UCL522038,65,4,0,0,0,75,6,3,0,0,0,8,3,0,0,0,0,3,73,9,0,0,0,85
UCL522039,24,0,3,3,0,31,21,0,0,3,0,25,3,0,0,0,0,3,46,0,3,7,0,62
UCL522040,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17
UCL522041,74,0,7,0,0,85,28,0,0,0,0,28,0,0,0,0,0,6,106,0,3,3,0,113
UCL522042,83,5,0,3,0,89,36,0,0,0,0,37,3,0,0,0,0,3,124,5,0,3,5,139
UCL522043,79,3,0,0,0,80,26,5,0,0,0,25,3,0,0,0,0,3,103,8,0,0,0,114
UCL522044,77,0,0,6,0,81,53,0,0,0,0,53,3,0,0,0,0,3,134,0,0,6,0,139
UCL522045,126,3,0,0,0,135,36,0,0,0,0,38,9,0,0,0,0,9,178,5,0,0,0,179
UCL522046,90,0,0,0,0,91,20,0,0,0,0,23,3,0,0,0,0,3,119,0,0,0,0,119
UCL522047,20,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,3,36,0,0,0,0,37
UCL522048,14,0,0,0,0,14,14,0,0,0,0,14,8,0,0,0,0,8,33,0,0,0,0,33
UCL522049,158,0,0,0,0,158,11,0,0,0,0,11,0,0,0,0,0,0,172,0,0,0,0,172
UCL522050,54,0,0,3,0,56,17,0,0,0,0,17,5,0,0,0,0,3,71,4,0,3,0,79
UCL522051,64,0,0,3,3,69,7,0,0,4,0,12,0,0,0,3,0,3,71,0,0,11,3,88
UCL522052,77,3,0,3,3,88,26,0,0,0,0,25,3,0,0,0,0,3,104,3,0,8,3,111
UCL522053,16,0,0,0,4,25,0,0,0,0,0,0,4,0,0,0,15,15,19,0,0,0,16,37
UCL522054,61,0,0,0,0,65,43,0,0,0,0,42,3,0,0,0,0,3,106,0,0,0,3,110
UCL522055,46,0,0,0,0,52,17,0,0,0,0,19,4,0,0,0,0,4,71,0,0,0,0,74
UCL522056,95,0,8,0,3,107,36,0,3,0,0,36,0,4,0,0,0,4,136,3,5,0,3,149
UCL522057,15,0,0,0,0,15,15,0,0,0,0,15,5,0,0,0,0,5,30,0,0,0,0,30
UCL522058,103,7,3,4,3,114,20,0,3,3,0,26,6,0,0,0,0,6,130,7,3,3,3,149
UCL522059,42,0,0,0,0,42,12,0,0,0,0,12,0,0,0,0,0,0,59,0,0,0,0,60
UCL522060,22,0,0,0,0,24,17,0,0,0,0,17,6,0,0,0,0,6,46,0,0,0,0,47
UCL522061,55,0,0,3,0,53,23,0,0,0,0,23,0,0,0,0,0,3,83,0,0,5,0,81
UCL522062,80,0,0,0,0,81,29,0,0,0,0,31,3,0,0,0,0,4,108,3,4,3,0,119
UCL522063,100,3,0,0,0,103,29,9,0,0,0,37,0,0,0,0,0,0,135,14,0,0,0,144
UCL522064,37,0,0,0,0,40,23,0,0,0,0,22,3,0,0,0,0,3,66,0,0,3,0,63
UCL522065,137,0,0,0,0,138,13,0,0,0,0,13,4,0,0,0,0,6,152,0,0,0,0,158
UCL522066,94,3,0,0,0,95,37,0,0,0,0,37,4,0,0,0,0,4,132,3,0,0,0,139
UCL522067,65,0,0,0,0,65,16,0,0,0,0,16,0,0,0,0,0,0,78,0,0,0,0,79
UCL522068,9,0,0,0,0,9,72,0,0,0,0,72,0,0,0,0,0,0,80,0,0,0,0,80
UCL531777,38837,144,66,859,423,40323,6730,62,45,440,83,7356,1093,16,15,142,95,1357,46657,216,121,1441,598,49039
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,47082,3379,4978,178,131,55754,8610,1270,2006,43,15,11942,1197,180,241,15,29,1660,56890,4831,7225,240,178,69360
UCL611001,19489,1805,1693,74,67,23126,3770,845,903,13,19,5550,545,119,113,5,15,791,23803,2769,2704,91,97,29465
UCL612001,6207,502,66,36,11,6820,1609,468,107,31,5,2220,195,52,9,10,0,263,8010,1026,187,70,15,9308
UCL613001,5370,336,115,25,14,5846,1473,256,64,11,3,1807,184,36,7,4,4,239,7028,626,182,40,20,7893
UCL613002,3220,237,24,44,8,3534,905,275,34,24,3,1240,103,37,5,0,0,147,4231,545,63,71,10,4919
UCL614001,1449,49,38,10,0,1551,590,59,35,7,0,701,59,3,0,0,0,60,2102,117,76,16,4,2310
UCL614002,1403,113,3,4,3,1520,471,118,3,7,0,596,38,10,0,0,0,45,1911,241,6,11,3,2168
UCL615001,256,5,6,6,0,277,122,12,4,0,0,138,13,0,0,0,0,10,385,20,10,6,3,419
UCL615002,374,0,0,24,3,395,100,0,0,9,0,111,10,0,0,9,0,20,486,3,0,36,3,526
UCL615003,344,7,4,6,3,369,140,3,0,0,0,141,11,0,0,0,0,11,497,10,4,9,3,523
UCL615004,677,8,0,4,3,699,223,23,0,3,3,248,18,0,0,0,0,18,913,37,0,6,8,966
UCL615005,1395,0,0,4,0,1401,304,0,0,3,0,305,42,0,0,0,0,42,1739,0,0,8,0,1748
UCL615006,335,3,4,7,0,341,73,0,3,0,0,79,16,0,0,0,0,16,425,5,4,4,0,438
UCL615007,1126,29,51,0,0,1204,349,28,49,0,0,434,34,3,4,0,0,40,1506,69,104,0,0,1679
UCL615008,582,68,24,6,0,686,104,9,20,0,0,130,11,0,0,0,0,15,698,77,48,11,0,830
UCL615009,479,24,20,0,0,527,156,20,29,3,0,203,22,3,5,0,0,32,654,52,50,6,0,761
UCL615010,931,53,0,4,0,992,287,61,0,0,0,348,33,7,0,0,0,44,1254,123,0,3,0,1390
UCL615011,923,27,14,8,12,981,135,9,6,3,0,155,16,0,0,0,0,22,1081,34,23,14,7,1158
UCL615012,859,30,55,8,3,957,271,36,45,0,0,353,32,4,6,0,0,44,1173,75,104,8,6,1353
UCL615013,675,12,0,3,0,688,116,3,0,0,0,122,11,0,0,0,0,10,801,18,0,3,0,825
UCL615014,899,29,0,0,0,933,159,9,0,0,0,165,27,4,0,0,0,29,1077,43,0,0,3,1124
UCL615015,912,35,3,14,3,971,193,42,0,13,0,247,28,7,0,0,0,30,1134,84,7,30,3,1258
UCL615016,781,9,0,0,3,797,180,22,4,0,0,207,25,3,0,0,0,33,990,27,8,0,0,1031
UCL615017,962,30,75,11,0,1077,198,11,25,6,0,235,27,0,3,3,0,26,1183,41,98,20,0,1346
UCL615018,338,0,0,3,0,344,119,0,0,0,0,120,21,0,0,0,0,21,471,0,0,3,0,483
UCL615019,509,3,21,0,3,537,192,3,9,0,0,202,31,0,0,0,0,31,728,3,31,0,3,770
UCL615020,505,14,4,3,0,526,186,24,9,0,0,223,25,0,3,0,0,25,717,42,19,3,3,778
UCL615021,315,0,0,3,0,317,115,0,0,0,0,115,16,0,0,0,0,16,444,0,0,3,0,450
UCL615022,848,3,25,6,6,883,314,0,25,3,3,343,35,0,13,0,0,45,1196,3,55,7,6,1271
UCL615023,416,19,12,12,0,457,53,6,12,4,0,79,6,3,0,0,0,8,474,29,22,16,3,545
UCL615024,676,7,0,0,3,691,240,10,0,0,3,256,27,3,0,0,0,33,946,26,0,0,4,975
UCL615025,440,15,3,0,0,467,142,21,0,3,0,165,19,4,0,0,0,25,604,42,5,3,3,655
UCL615026,443,4,0,7,0,454,162,10,0,0,0,173,16,0,0,0,0,16,620,14,0,7,0,643
UCL621001,203,0,0,0,3,213,72,0,5,3,0,76,12,0,0,0,0,12,282,3,10,3,3,301
UCL621002,203,10,6,7,0,223,108,3,6,0,0,123,6,0,0,0,0,13,325,10,15,6,0,362
UCL621003,179,0,0,0,0,176,14,0,0,0,0,14,3,0,0,0,0,3,192,0,0,0,0,191
UCL621004,168,0,0,0,0,168,6,0,0,0,0,11,4,0,0,0,0,4,186,0,0,0,0,188
UCL621005,167,0,0,0,0,169,66,0,3,0,0,71,10,0,0,0,0,10,243,0,3,3,0,248
UCL621006,197,7,0,3,0,210,55,19,3,0,0,75,13,4,0,0,0,14,262,29,3,3,0,295
UCL621007,255,9,11,5,0,276,65,3,9,0,0,81,14,0,0,0,0,15,334,9,23,6,4,375
UCL621008,154,6,4,0,0,163,24,3,0,0,0,32,3,0,0,0,0,4,178,11,4,3,0,197
UCL621009,246,0,0,0,0,246,13,0,0,0,0,13,4,0,0,0,0,4,263,0,0,0,0,263
UCL621010,153,3,0,5,0,160,68,7,3,0,0,79,7,0,0,0,0,7,232,6,4,4,0,249
UCL621011,167,0,3,0,0,167,40,0,0,0,0,42,8,0,0,0,0,4,209,3,3,0,0,212
UCL621012,302,0,0,0,0,303,33,0,0,0,0,35,8,0,0,0,0,8,341,0,0,0,0,343
UCL621013,193,0,0,0,0,193,19,0,0,0,0,19,3,0,0,0,0,3,219,0,0,0,0,219
UCL621014,194,0,0,0,0,201,24,0,0,0,0,24,10,0,0,0,0,10,226,0,0,0,0,234
UCL621015,146,0,0,9,0,158,67,0,0,3,0,73,5,0,0,0,0,5,225,0,0,11,0,235
UCL621016,167,0,0,0,3,175,62,3,0,0,0,65,6,0,0,0,0,6,234,5,0,0,5,247
UCL621017,212,0,0,0,0,212,84,0,3,0,0,89,16,0,0,0,0,16,312,0,3,0,0,321
UCL621018,251,8,0,3,0,264,43,0,0,0,0,43,3,0,0,0,0,3,301,9,0,3,0,317
UCL621019,258,9,0,10,4,275,66,7,0,3,0,74,6,0,0,0,0,3,325,10,3,9,4,352
UCL621020,212,4,0,0,0,216,58,0,0,0,0,62,8,0,0,0,0,8,280,6,0,0,0,287
UCL621021,158,0,4,8,0,172,42,0,0,8,0,53,3,0,0,0,0,7,206,0,3,12,0,225
UCL621022,205,0,0,0,3,207,39,0,0,0,0,39,0,0,0,0,0,0,243,0,0,0,3,246
UCL621023,196,3,0,6,0,201,63,0,0,3,0,72,10,0,0,0,0,10,262,3,0,8,0,283
UCL621024,176,0,0,0,5,182,58,0,0,3,0,66,17,0,0,0,0,17,258,0,0,3,5,269
UCL621025,161,5,0,0,0,171,32,0,0,0,0,33,4,0,0,0,0,3,201,5,0,0,0,203
UCL621026,164,0,6,0,3,174,86,0,0,0,0,83,17,0,0,0,0,19,263,7,9,0,3,271
