UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL113012,31,15,6,4,7,0,63,7,8,9,0,3,0,29,25,11,10,5,0,0,45,15,9,6,0,8,0,29,22,10,4,4,5,0,53,23,30,26,0,12,0,94,34,37,29,16,12,0,132,47,62,24,15,12,0,159,49,64,30,10,14,0,173,57,105,27,12,17,0,219,42,58,23,13,13,4,157,56,102,35,10,9,0,223,34,46,21,0,3,0,104,15,23,9,0,0,0,46,35,66,30,6,4,0,144,38,47,29,9,8,0,121,10,9,6,0,0,0,26,11,6,5,0,0,0,26,23,31,18,5,3,0,76,574,752,344,115,125,10,1921
UCL113013,13,3,0,0,3,0,19,3,3,0,0,0,0,3,6,5,0,0,3,0,15,10,3,0,4,0,0,20,16,10,6,4,3,0,38,13,16,7,5,3,0,45,14,22,10,4,3,0,56,24,36,18,5,6,0,90,24,37,9,9,4,0,82,39,60,15,8,8,0,130,24,58,10,0,0,0,100,27,61,21,3,5,0,114,18,49,8,0,0,0,68,13,29,3,0,0,0,46,19,54,7,0,4,0,87,16,39,9,0,0,0,65,6,11,7,3,0,0,24,5,6,0,0,0,0,16,17,12,4,9,0,0,41,319,512,136,61,39,4,1072
UCL113014,9,0,3,0,3,0,21,4,0,0,0,0,0,6,5,9,0,3,0,0,15,4,4,3,0,3,0,16,6,13,9,8,3,0,36,24,21,4,7,4,0,52,24,34,9,6,4,0,81,33,59,17,8,8,0,125,30,49,18,5,3,0,114,43,71,19,5,3,0,149,28,35,9,11,5,0,90,33,68,11,10,0,0,115,6,25,4,4,0,0,37,0,12,7,0,0,0,17,14,37,12,0,0,0,59,17,17,7,6,0,0,37,0,6,4,0,0,0,14,3,3,3,0,0,0,11,11,19,3,8,3,0,43,291,473,141,75,46,4,1027
UCL113015,30,3,12,6,3,0,51,14,0,0,3,0,0,19,11,0,6,0,0,0,21,11,9,3,0,4,0,28,10,11,4,3,8,0,37,23,10,13,3,3,0,56,25,14,10,4,9,0,67,31,28,20,5,0,0,81,31,24,15,0,4,0,72,31,45,19,8,7,0,108,25,39,15,7,8,0,85,48,84,20,8,0,0,157,17,35,7,0,0,0,61,10,23,6,0,0,0,41,27,43,14,3,0,0,93,28,49,13,0,3,0,93,14,11,4,0,0,0,33,5,7,0,0,0,0,14,15,16,13,0,0,0,43,402,456,189,56,51,4,1162
UCL113016,10,3,4,0,0,0,22,9,3,5,0,0,0,14,9,6,7,0,3,0,28,6,5,3,3,3,0,19,17,7,12,0,4,0,51,25,17,17,18,6,0,81,27,39,14,8,13,0,107,47,72,20,24,19,3,185,46,70,22,14,14,0,175,37,81,28,8,12,0,165,29,46,19,6,0,0,103,33,60,23,5,3,0,130,5,12,3,0,3,0,28,3,12,0,0,4,0,18,11,16,12,0,0,0,37,13,20,6,3,3,0,43,0,3,3,0,0,0,10,3,3,3,0,0,0,8,12,12,13,0,3,0,45,350,495,221,102,95,12,1272
UCL113017,17,5,13,4,7,0,47,3,4,8,0,0,0,15,9,3,0,0,0,0,9,11,3,4,0,3,0,14,8,4,4,5,6,0,29,17,13,14,5,4,0,47,35,20,18,8,8,0,89,30,46,27,10,12,0,125,48,58,19,4,11,0,139,42,80,19,9,3,0,160,25,65,15,10,7,0,125,48,121,36,10,4,0,214,10,41,3,3,3,0,65,7,27,3,0,4,0,46,29,65,17,6,3,0,118,13,45,22,5,3,0,86,6,12,5,0,0,0,28,6,3,0,0,0,0,8,17,18,14,3,3,3,62,368,631,249,89,71,7,1418
UCL113018,24,5,3,3,3,0,31,12,3,3,3,3,0,26,8,5,12,0,3,0,28,11,0,4,0,5,0,20,14,5,3,0,4,0,39,26,24,10,3,11,3,77,27,28,7,16,12,0,87,24,47,17,3,14,0,109,29,40,8,7,3,0,94,24,52,11,5,5,0,109,13,31,5,0,10,0,57,20,29,8,5,0,0,70,9,9,5,3,0,0,23,4,5,0,0,0,0,12,12,14,3,0,0,0,28,10,9,3,5,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,11,6,3,0,0,36,287,334,118,68,77,5,881
UCL113019,29,10,7,0,3,0,46,10,0,4,0,6,0,16,22,11,0,11,8,0,58,21,3,8,0,4,0,35,44,25,10,9,18,3,108,39,47,24,17,9,0,141,45,78,24,22,13,0,179,65,95,35,19,15,0,220,56,67,19,8,5,3,156,31,63,15,12,6,0,132,15,35,10,4,3,0,71,19,33,15,3,4,0,82,4,16,3,0,0,0,29,5,15,3,0,0,0,21,11,10,4,4,0,0,33,5,25,9,0,0,0,39,0,5,3,0,0,0,10,0,3,3,0,0,0,10,15,20,16,6,3,0,61,437,565,207,110,99,13,1429
UCL113020,26,9,10,0,3,0,44,19,0,3,3,0,0,26,8,5,4,3,0,0,25,15,0,0,3,0,0,20,23,9,16,3,8,0,50,30,21,9,6,8,0,72,24,21,12,5,8,5,76,31,23,13,9,3,0,78,20,51,12,6,4,0,100,26,51,18,8,6,0,110,18,28,12,3,0,0,64,25,53,17,8,3,0,105,6,22,4,0,0,0,32,8,8,3,0,0,0,21,12,24,10,0,0,0,50,17,16,5,0,0,0,42,4,9,4,0,0,0,19,0,8,3,0,0,0,12,23,20,8,3,8,0,52,336,389,163,64,47,4,999
UCL114001,6,4,6,0,4,0,18,4,3,0,3,0,0,10,4,0,0,0,0,0,9,0,0,0,0,5,0,10,3,3,5,3,0,0,13,3,8,4,3,0,0,21,6,6,5,4,7,0,26,12,20,8,5,4,0,47,14,22,4,6,0,0,43,5,23,6,8,0,0,48,8,20,8,0,0,0,38,16,23,5,3,3,0,56,0,12,0,6,0,0,15,0,11,0,0,0,0,14,5,12,3,5,0,0,26,4,20,0,0,0,0,21,0,3,0,0,0,0,8,0,0,0,0,0,0,3,3,9,0,0,0,0,7,100,197,66,40,34,0,435
UCL114002,9,5,3,0,0,0,18,0,0,3,0,0,0,4,3,4,4,0,0,0,14,0,0,3,0,0,0,6,0,0,3,0,0,0,5,6,9,8,3,3,0,23,0,8,8,3,3,0,21,12,14,10,0,4,0,42,9,12,6,0,3,0,33,8,19,9,3,0,0,46,14,19,10,0,0,0,45,16,34,9,3,0,0,64,12,16,3,0,0,0,30,4,14,3,0,0,0,24,12,24,10,5,0,0,48,6,13,8,0,0,0,28,3,3,4,0,0,0,7,0,3,7,0,0,0,11,8,8,3,4,0,0,28,134,211,102,26,28,3,501
UCL114003,15,6,3,3,3,0,38,0,0,3,0,0,0,6,5,9,3,5,0,0,16,0,0,3,0,0,0,6,8,0,0,0,0,0,12,9,8,9,0,3,3,26,4,7,6,3,3,0,24,11,14,3,3,0,0,28,9,6,5,5,3,0,27,9,17,3,6,3,0,45,11,12,4,4,0,0,31,27,33,10,11,3,0,76,9,16,3,0,0,0,27,12,13,3,0,0,0,26,13,35,8,3,0,0,62,23,48,10,3,3,0,85,9,14,6,3,0,0,24,8,18,4,0,4,0,27,14,11,3,8,3,0,44,188,265,76,57,37,4,625
UCL114004,11,5,0,0,0,0,20,3,0,0,0,0,0,7,4,7,0,0,3,0,9,16,0,0,0,0,0,14,16,5,3,0,0,0,23,26,0,6,3,3,0,39,13,8,6,0,0,0,33,14,8,9,3,3,0,45,15,9,9,0,4,0,37,10,17,9,0,0,0,32,12,18,4,0,3,0,44,8,13,5,0,3,0,29,8,8,0,0,0,0,10,5,4,0,0,0,0,12,9,10,3,0,0,0,23,9,3,3,0,0,0,11,0,3,0,0,0,0,5,3,0,0,0,0,0,3,9,3,0,0,0,0,15,197,133,66,20,26,0,433
UCL114005,7,4,0,0,3,0,13,4,0,0,0,0,0,3,10,0,12,0,7,0,29,14,10,0,0,6,0,31,20,10,12,3,3,0,46,23,36,4,7,8,0,71,28,48,19,14,7,0,122,43,49,29,17,14,0,145,13,41,13,8,5,0,75,15,48,8,9,3,0,82,7,15,5,4,0,0,35,5,11,5,0,0,0,26,0,7,0,0,0,0,9,0,0,0,0,0,0,3,6,6,4,0,0,0,14,0,4,3,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,10,7,3,7,0,28,201,290,123,67,61,11,747
UCL114006,8,3,3,3,0,0,16,0,0,0,0,0,0,5,12,4,3,3,0,0,21,13,0,0,5,3,0,23,13,10,3,3,7,0,46,23,29,9,4,7,0,78,24,28,14,10,14,0,88,28,39,7,3,9,0,78,14,22,8,0,4,6,49,7,14,12,0,0,0,36,4,6,3,0,0,0,21,13,22,10,0,3,0,50,9,6,3,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,14,7,9,3,0,0,0,15,0,0,0,0,0,0,3,0,5,0,0,0,0,5,11,8,5,0,8,0,22,186,205,102,43,59,6,588
UCL114007,3,0,0,3,0,0,13,4,0,0,0,0,0,3,11,3,0,0,0,3,22,16,3,0,3,0,0,20,14,22,8,6,5,0,53,27,18,6,8,4,0,68,27,28,9,3,5,0,75,25,34,13,7,0,0,80,14,34,4,3,0,0,47,17,21,3,0,0,0,38,3,6,0,3,0,0,14,9,11,0,0,0,0,26,0,3,3,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,5,3,0,0,22,181,194,59,35,30,7,506
UCL114008,14,0,3,0,3,0,20,3,0,0,0,0,0,3,11,0,0,0,0,0,18,0,0,3,0,0,0,12,16,13,11,0,12,0,49,20,18,7,4,0,0,56,20,20,4,3,0,0,50,24,36,13,4,3,0,79,17,26,10,3,0,0,57,11,21,5,4,3,0,46,4,13,3,0,0,0,24,15,15,6,0,0,0,30,0,7,0,0,0,0,7,0,3,0,0,0,0,3,0,9,0,0,0,0,9,3,3,5,0,0,0,14,3,3,0,0,0,0,9,0,0,0,0,0,0,0,5,9,4,0,3,0,21,171,195,83,27,25,3,505
UCL114009,5,0,0,0,0,3,8,3,0,0,0,0,0,11,13,4,3,0,3,0,24,13,10,3,0,3,3,39,16,22,7,9,5,0,61,26,37,12,5,6,0,96,25,40,9,6,6,0,80,26,51,13,10,3,0,95,14,34,9,5,0,0,65,21,29,5,3,3,0,57,14,21,3,0,3,0,34,7,13,9,0,0,0,24,0,3,0,0,0,0,8,0,3,0,0,0,0,3,4,9,3,0,4,0,22,7,3,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,12,6,0,3,0,35,213,281,96,49,37,13,687
UCL114010,11,4,3,0,0,0,17,5,3,0,0,0,0,9,10,5,0,0,3,0,17,16,3,3,0,3,0,20,29,24,11,14,13,0,81,29,39,12,3,3,0,90,22,40,11,3,7,0,86,22,30,6,3,3,0,64,14,15,3,4,0,0,35,7,18,3,0,4,0,36,0,18,3,0,0,0,21,7,11,0,0,3,0,20,3,6,0,0,0,0,7,0,3,0,0,0,0,7,7,15,0,0,3,0,20,3,3,0,0,0,0,10,0,3,0,0,0,0,8,0,0,0,0,0,0,3,15,6,5,5,0,0,33,192,244,78,39,46,0,602
UCL114011,10,4,0,0,0,0,16,0,0,0,0,0,0,6,5,4,0,0,5,0,16,12,5,4,0,3,0,22,11,19,13,8,7,0,56,19,43,9,12,11,0,94,32,41,9,16,0,0,99,24,52,11,8,3,0,104,11,26,19,4,3,0,62,8,25,8,3,0,0,45,5,17,3,0,0,0,24,0,19,3,3,0,0,33,3,5,0,0,0,0,7,0,4,0,0,0,0,3,5,12,0,0,0,0,16,5,5,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,9,14,8,3,0,9,0,33,179,286,87,51,46,8,658
UCL114012,7,3,3,0,0,0,10,4,3,0,0,0,0,11,8,4,8,0,0,0,14,17,0,3,0,3,0,26,15,14,4,9,10,0,49,21,31,9,9,6,0,70,17,25,4,8,3,0,57,12,20,3,3,3,0,48,16,17,4,4,0,0,37,4,15,0,0,3,0,26,3,6,0,4,3,0,17,8,9,0,0,0,0,18,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,4,0,0,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,3,3,7,3,4,0,0,18,140,157,48,34,32,0,414
UCL114013,11,3,8,0,3,0,29,3,3,0,0,0,0,5,8,3,0,0,0,0,14,3,3,3,0,3,0,13,13,6,7,3,9,0,32,15,16,16,10,4,0,58,21,29,6,3,5,0,65,31,36,10,6,4,0,91,18,33,11,3,0,3,68,27,39,16,4,3,0,88,11,25,6,3,3,0,41,13,36,9,0,0,0,59,3,9,0,0,0,0,14,4,4,0,0,0,0,13,5,12,3,0,0,0,23,7,15,4,0,0,0,19,0,9,3,0,0,0,8,0,0,0,0,0,0,3,13,13,3,4,5,0,30,206,293,96,39,33,8,682
UCL114014,0,8,3,0,0,0,14,0,0,3,0,4,0,5,3,0,4,0,0,0,5,0,7,8,0,0,0,9,3,5,3,0,5,0,15,9,12,7,0,9,0,31,11,12,15,3,4,0,46,7,19,16,3,5,0,47,6,21,14,0,0,0,41,14,30,14,0,7,0,59,9,21,4,3,9,0,45,15,67,24,15,3,0,120,19,62,5,4,3,0,96,12,33,9,4,3,0,60,35,79,21,6,3,0,141,46,115,18,4,0,0,191,3,20,8,0,3,0,31,3,6,3,0,0,0,13,4,22,3,0,3,0,40,211,539,179,46,53,0,1022
UCL114015,13,0,0,3,0,0,20,4,0,0,0,0,0,8,5,0,5,0,3,0,20,11,3,4,0,6,0,24,28,17,8,9,8,0,69,24,27,13,14,8,0,92,44,49,10,15,12,0,127,24,56,15,6,11,0,113,9,40,5,7,0,0,66,21,30,6,4,4,0,67,13,22,7,0,0,0,37,14,21,9,3,0,0,48,3,5,0,0,0,0,8,0,4,0,0,0,0,14,5,4,3,3,0,0,15,7,12,4,0,0,0,17,0,0,0,0,0,0,4,0,3,0,0,0,0,4,12,8,0,3,4,0,29,241,305,98,68,61,4,783
UCL114016,9,3,3,0,0,0,17,3,0,0,0,0,0,3,6,3,0,0,0,0,8,10,5,0,3,0,0,16,9,10,3,8,0,3,34,19,31,6,10,3,0,65,21,33,7,5,9,0,74,30,51,13,0,6,3,105,16,28,19,10,3,0,67,17,28,13,0,3,0,63,5,5,3,0,0,0,19,20,25,5,0,0,0,47,7,4,0,0,0,0,13,0,3,0,0,0,0,4,3,11,4,0,0,0,21,3,6,3,0,0,0,18,0,6,5,0,0,0,7,0,3,0,0,0,0,5,3,11,9,3,0,0,27,179,255,104,35,33,3,605
UCL114017,13,8,9,0,0,0,30,0,0,0,0,0,0,4,10,0,6,0,3,0,21,4,3,0,0,0,0,6,5,4,4,0,0,0,11,9,4,4,4,0,0,20,11,7,7,5,4,0,39,11,8,12,8,3,0,40,11,10,6,3,0,0,34,15,30,14,3,3,0,63,11,24,3,0,8,0,45,21,35,10,4,3,0,72,5,11,4,0,3,0,29,3,12,7,0,0,0,25,20,40,9,3,4,0,78,20,56,5,4,0,0,83,9,19,7,3,0,0,39,4,5,0,0,0,0,15,11,6,4,0,3,0,28,194,302,105,44,37,0,675
UCL114018,9,3,3,0,0,0,21,9,0,0,0,0,0,9,5,5,6,0,4,0,24,10,8,7,0,0,0,22,17,5,10,6,5,0,41,15,10,12,3,3,0,46,25,22,9,5,9,0,71,32,24,15,3,11,3,83,31,54,26,4,8,0,123,39,69,24,9,4,0,139,28,53,9,6,0,0,99,34,77,29,0,5,0,148,22,44,23,3,3,0,94,11,26,3,0,0,0,44,18,61,17,3,4,0,108,39,65,14,3,0,0,119,7,9,7,3,0,0,27,3,9,0,0,0,0,13,16,25,12,4,5,0,62,365,566,237,60,67,3,1304
UCL114019,15,4,0,0,0,0,24,13,0,0,0,0,0,13,17,0,3,0,0,0,20,4,3,4,0,0,0,13,18,4,0,4,3,0,35,16,7,7,0,4,0,33,20,12,7,9,7,0,56,25,13,16,3,3,0,61,22,21,9,0,3,0,60,26,20,8,3,3,0,60,14,17,3,3,0,0,42,25,26,10,0,3,0,58,6,11,0,0,0,0,24,3,7,8,0,0,0,17,9,17,3,3,0,0,30,18,11,9,3,0,0,43,4,6,0,0,0,0,10,0,0,5,0,0,0,4,14,9,0,0,0,0,23,269,202,93,36,34,0,630
UCL114020,7,3,0,0,0,0,15,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,3,3,3,0,0,17,14,13,3,0,5,0,31,17,20,8,4,3,0,51,34,35,10,5,8,0,86,22,46,10,8,4,0,90,9,33,3,4,4,0,52,8,30,10,3,3,3,59,11,11,0,0,0,0,25,6,16,7,0,0,0,28,3,7,0,0,0,0,12,0,3,0,0,0,0,5,3,7,3,0,0,0,8,4,13,0,0,0,0,24,0,3,0,0,0,0,10,0,0,4,0,0,0,7,11,9,3,5,0,0,32,160,254,65,36,26,4,550
UCL114021,8,6,3,3,0,0,21,3,0,0,0,3,0,10,7,3,4,0,0,0,16,9,3,0,0,3,0,13,11,4,6,4,3,0,23,11,12,3,0,4,0,28,13,16,6,5,4,0,47,13,25,10,4,7,0,59,28,39,12,6,8,0,91,31,49,16,10,0,0,101,23,37,9,9,0,0,77,22,40,16,3,3,0,87,8,27,3,3,0,0,37,3,13,3,0,3,0,17,13,43,10,0,0,0,65,18,30,8,0,0,0,57,3,9,3,0,0,0,14,4,4,0,0,0,0,14,15,11,4,3,0,0,35,249,358,115,54,40,7,811
UCL114022,15,7,0,3,4,0,23,7,4,3,0,0,0,11,9,3,3,3,3,0,19,3,3,5,0,3,0,11,11,6,9,4,3,0,41,15,13,5,10,3,0,50,21,8,16,14,12,0,70,21,27,18,9,9,0,79,22,47,14,4,10,0,103,31,57,19,15,7,0,123,20,39,7,7,4,0,75,31,59,11,5,8,0,117,6,25,3,0,0,0,40,3,9,0,0,0,0,15,6,30,7,8,0,0,51,13,16,3,0,0,0,34,3,3,3,0,0,0,5,0,0,0,0,0,0,8,16,12,0,4,3,0,35,250,358,136,83,73,3,904
UCL114023,3,3,3,0,3,0,12,6,0,0,0,0,0,7,8,0,0,0,0,0,14,14,6,0,0,0,0,21,9,6,3,0,0,0,24,13,9,7,0,9,0,34,7,10,5,3,3,0,34,16,15,3,3,5,0,48,18,19,5,0,3,0,42,10,15,3,4,0,0,33,3,9,0,0,4,0,16,10,12,7,0,0,0,29,3,4,0,0,0,0,7,0,0,0,0,0,0,3,3,3,3,0,0,0,6,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,5,0,23,137,109,50,16,35,4,350
UCL114024,10,8,3,0,3,0,18,0,0,0,0,0,0,0,3,3,4,0,0,0,10,6,7,4,3,0,0,19,6,6,8,0,0,0,22,21,14,3,0,3,0,42,16,21,6,3,3,0,48,19,30,8,11,3,0,74,19,27,13,0,5,0,67,22,33,3,3,3,0,61,3,22,3,0,0,0,30,15,24,10,0,0,0,47,7,11,3,0,0,0,21,0,3,0,0,0,0,3,4,7,0,0,0,0,14,6,13,0,0,0,0,16,0,3,0,0,0,0,4,6,6,0,0,0,0,11,9,16,9,0,5,0,32,164,244,75,28,29,6,539
UCL114025,7,3,0,0,3,0,20,7,3,3,0,0,0,7,11,6,0,4,3,0,25,6,3,3,3,4,0,20,15,13,14,10,7,0,57,25,30,16,8,8,0,85,41,65,24,11,3,0,145,43,64,13,7,10,3,137,25,54,15,5,6,0,109,25,44,14,0,0,0,85,10,25,6,0,0,0,53,17,38,12,3,0,0,70,3,10,0,4,0,0,13,4,6,3,3,0,0,18,15,16,0,3,0,0,32,7,17,4,0,0,0,24,3,3,4,0,0,0,9,3,3,0,0,0,0,3,15,7,8,3,0,0,31,267,409,142,72,52,6,940
UCL114026,7,0,0,5,0,0,9,3,0,0,0,0,0,5,6,0,0,0,0,0,4,3,0,4,0,0,0,9,17,8,4,3,0,0,33,17,10,3,4,0,0,30,7,16,6,3,0,0,36,18,19,7,6,0,0,46,17,24,6,9,0,0,58,18,35,3,9,3,0,65,13,33,3,11,0,0,64,26,60,3,10,0,0,101,5,40,0,4,3,0,51,3,34,3,3,0,0,41,14,67,8,3,0,0,94,6,48,0,0,3,0,63,3,5,0,0,0,0,11,0,7,3,0,0,0,14,12,8,4,0,0,0,26,192,410,74,60,19,4,753
UCL114027,6,3,0,0,0,0,8,3,0,0,0,0,0,5,8,3,0,0,0,0,11,7,0,0,0,0,0,10,7,4,8,0,0,0,22,12,3,8,0,0,0,23,8,3,4,0,3,0,20,12,11,0,0,3,0,26,14,16,6,9,0,0,42,6,15,3,3,3,0,36,8,13,6,0,0,0,30,18,28,16,0,0,0,60,3,17,0,0,0,0,24,0,9,0,4,0,0,15,6,16,8,0,0,0,40,11,11,3,0,0,0,26,0,0,3,0,0,0,9,9,3,0,0,0,0,14,4,5,3,0,0,0,15,144,165,78,16,17,0,432
UCL114028,7,3,3,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,12,3,0,0,0,3,0,8,12,5,0,0,3,0,20,9,7,0,0,0,0,17,16,8,8,3,5,0,34,21,8,11,0,3,0,41,15,11,3,0,3,0,39,16,12,6,0,0,0,40,6,10,3,0,0,0,25,13,7,0,0,0,0,25,3,16,0,0,0,0,20,0,6,0,0,0,0,7,3,12,5,3,0,0,19,5,3,0,0,0,0,11,5,3,0,0,0,0,10,5,0,0,0,0,0,4,5,3,0,0,0,0,11,147,117,43,10,24,3,357
UCL114029,10,0,0,0,0,0,15,3,4,3,0,0,0,8,10,0,3,0,0,0,14,8,3,0,4,3,0,12,15,3,8,4,3,0,34,17,6,6,4,0,0,35,19,18,7,4,6,4,50,20,26,13,6,7,0,76,24,27,11,9,11,0,79,25,47,13,3,4,0,93,12,30,8,0,5,0,54,21,45,16,3,3,0,91,14,25,5,0,4,0,42,7,11,4,0,3,0,23,6,18,7,0,0,0,37,6,17,5,3,0,0,31,3,3,0,0,0,0,10,0,3,0,0,0,0,0,7,19,3,0,3,0,28,219,305,116,44,48,4,734
UCL114030,3,3,3,0,0,0,12,5,0,0,0,0,0,5,3,3,0,0,3,0,10,0,6,0,3,0,0,6,13,7,5,6,3,0,29,17,18,11,5,3,0,56,20,25,10,4,0,0,59,21,32,3,5,4,0,62,21,35,4,4,4,0,62,15,41,6,0,0,0,71,10,22,10,0,0,0,39,15,15,8,3,0,3,44,6,16,0,0,0,0,17,0,3,0,0,3,0,8,6,11,0,0,0,0,15,7,12,4,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,3,12,6,3,3,3,0,24,167,260,66,33,36,6,560
UCL114031,3,6,0,0,3,0,8,3,0,0,0,0,0,4,6,0,3,0,3,0,15,3,0,0,3,0,0,7,10,5,3,3,4,0,23,14,3,9,4,5,0,36,18,20,9,3,6,0,57,20,36,16,7,5,0,82,19,47,6,10,4,0,96,16,47,9,12,8,0,89,16,37,7,3,0,0,64,13,36,3,5,0,0,54,6,16,0,0,0,0,21,3,4,0,0,0,0,11,7,6,0,0,0,0,16,7,10,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,4,0,23,187,275,72,58,48,0,643
UCL114032,10,3,0,0,3,0,17,3,0,0,0,0,0,9,7,0,0,0,0,0,14,3,0,3,0,0,0,5,3,3,3,3,3,0,14,18,3,3,0,3,0,29,13,5,4,6,3,0,24,16,12,11,0,3,0,44,20,15,7,0,3,0,46,13,16,7,0,3,0,40,7,23,3,0,0,0,31,7,12,10,0,0,0,27,7,3,3,0,0,0,10,0,4,0,0,0,0,8,3,14,0,0,0,0,18,11,10,4,0,4,0,26,0,4,0,0,0,0,7,3,0,0,0,0,0,7,4,0,0,0,0,0,13,144,132,55,21,33,3,385
UCL114033,3,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,5,4,0,0,3,0,7,11,4,0,0,0,0,19,0,5,5,5,0,0,13,7,19,3,3,0,0,35,6,4,0,3,3,0,14,8,7,0,0,0,0,20,3,3,0,0,0,0,7,9,10,4,3,0,0,31,3,0,3,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,66,76,22,16,8,0,195
