SED_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SED30070,78,154,130,87,107,15,13,573,4,6,0,3,0,0,0,19,4,10,8,4,3,0,0,32,140,328,261,188,236,54,29,1228,7,20,15,7,9,3,0,62,24,27,15,8,9,0,0,74,27,47,30,17,15,3,0,141,170,369,285,203,256,55,29,1372,210,213,114,79,77,15,5,716,3,3,3,0,0,0,0,9,380,584,404,284,333,77,30,2092
SED30071,129,250,132,109,115,13,4,745,20,14,3,3,10,0,0,45,3,3,6,3,5,3,0,27,230,454,283,192,287,44,13,1505,30,79,50,32,22,0,0,217,33,56,33,14,14,4,0,154,63,131,78,44,39,3,0,370,296,591,366,242,324,50,13,1871,466,382,186,105,91,10,3,1248,6,3,9,3,0,0,0,19,770,971,560,348,417,59,16,3141
SED30072,56,169,112,71,91,34,9,542,17,9,3,0,0,3,0,35,3,3,3,0,0,3,0,10,147,319,280,184,239,100,36,1303,7,9,13,5,12,0,0,47,15,25,20,7,3,3,0,71,19,37,25,10,20,5,0,122,163,359,307,198,255,103,40,1419,149,147,79,63,71,23,10,546,0,7,3,0,8,0,0,16,317,509,393,260,327,131,46,1980
SED30073,42,79,82,45,80,20,15,366,13,9,0,3,0,3,3,24,0,3,0,0,0,0,0,6,86,161,167,125,210,85,58,902,10,11,13,6,5,3,0,42,5,7,10,3,5,0,0,35,11,17,24,7,15,10,3,82,104,181,193,133,218,96,61,984,77,62,49,36,55,27,13,317,0,4,0,0,0,0,0,4,181,245,238,169,274,121,75,1304
SED30074,102,205,98,97,97,6,0,610,17,11,6,3,6,0,0,44,3,5,4,6,11,0,0,30,168,339,207,169,206,17,3,1104,21,38,27,11,14,0,0,110,23,39,14,17,9,0,0,99,41,75,41,23,27,0,0,213,211,416,253,195,229,16,9,1319,320,277,135,93,82,12,0,921,8,5,0,3,4,0,0,21,539,694,388,290,315,26,6,2258
SED30075,104,175,138,91,147,46,16,725,14,13,3,4,9,4,0,45,4,3,0,3,0,3,0,14,184,322,263,195,293,116,48,1427,11,38,19,13,19,6,3,106,28,55,27,15,14,8,0,144,41,92,47,26,32,9,3,253,227,409,310,224,325,127,53,1680,271,256,115,83,120,33,26,903,3,9,0,8,4,0,0,19,498,675,426,313,450,160,81,2607
SED30076,95,156,103,76,90,29,20,556,6,7,3,5,4,0,0,29,0,3,4,0,3,0,0,11,164,330,243,184,261,110,59,1345,7,28,14,6,13,3,0,77,8,26,22,10,13,3,0,83,22,55,34,17,29,5,0,158,184,382,279,201,288,110,64,1506,176,167,85,57,67,22,11,584,11,3,8,0,0,0,0,19,371,551,378,256,351,134,71,2109
SED30077,58,103,70,59,64,34,7,395,12,3,8,3,12,3,0,39,0,4,0,3,5,0,0,15,136,230,184,154,229,106,37,1081,0,13,10,6,15,6,3,48,9,15,6,4,0,4,0,32,5,21,17,6,17,11,3,86,143,258,204,167,239,115,40,1160,111,118,69,47,44,17,3,408,8,3,0,4,0,0,0,15,258,379,277,208,283,137,49,1587
SED30078,79,137,85,53,75,52,22,506,15,4,0,3,0,0,0,19,0,3,8,0,3,8,3,22,158,298,209,143,220,141,75,1243,14,24,12,11,10,10,3,83,18,23,8,4,9,7,3,70,29,50,15,20,16,11,10,151,188,347,230,165,238,155,85,1394,169,175,101,76,118,82,42,763,3,3,3,3,0,0,0,15,364,531,334,237,357,234,127,2179
SED30079,67,103,76,55,77,47,22,440,6,3,3,8,5,3,3,33,9,12,0,0,0,6,4,30,161,249,178,147,212,134,67,1148,13,22,11,9,9,11,6,81,13,23,15,12,13,6,3,95,26,48,34,25,24,11,12,176,187,292,208,173,238,145,76,1324,221,220,122,89,111,59,51,872,10,3,0,3,3,0,3,23,417,518,336,263,351,202,126,2215
SED30080,78,155,117,84,102,49,22,604,5,3,4,6,3,0,0,31,8,7,5,5,3,0,0,26,136,280,229,183,233,103,45,1203,0,22,9,7,12,3,0,65,10,41,13,14,10,0,0,94,15,72,30,22,25,3,3,161,150,347,256,204,258,111,47,1366,161,121,85,65,92,29,15,560,0,3,0,0,3,0,0,12,307,472,337,268,346,139,63,1933
SED30081,128,213,156,103,122,28,9,756,11,13,10,5,11,3,0,51,6,5,5,7,3,0,0,30,277,481,347,268,334,81,29,1821,44,72,44,26,29,5,0,211,44,68,36,20,13,3,0,181,85,143,74,46,38,9,0,391,360,619,424,316,373,93,29,2215,504,471,210,145,140,27,7,1506,8,10,3,8,0,0,0,31,872,1109,640,466,512,117,37,3751
SED30082,99,198,148,113,124,9,7,708,15,6,6,3,6,0,0,43,3,0,5,0,5,0,0,21,179,326,264,219,291,39,26,1341,26,34,20,7,17,3,0,113,21,58,25,21,10,0,0,133,49,97,39,27,25,6,0,247,222,421,303,249,320,41,26,1589,356,322,144,102,102,23,5,1059,8,9,3,0,0,0,0,16,582,756,454,346,429,64,28,2661
SED30083,112,238,145,95,138,13,6,756,12,12,6,6,3,0,0,37,3,5,3,0,3,4,0,17,179,412,290,222,351,63,20,1544,16,39,23,21,22,4,3,123,6,38,16,14,10,0,0,90,25,74,40,34,30,11,6,212,205,484,332,257,381,74,26,1754,302,301,137,87,126,24,11,990,3,3,0,0,0,0,0,5,510,784,468,345,513,98,34,2754
SED30084,79,182,113,58,94,24,15,568,7,12,8,3,7,0,0,36,4,6,7,5,8,0,0,22,154,367,262,179,250,61,36,1317,25,45,31,19,24,3,0,140,33,45,31,15,8,0,0,135,57,84,59,28,31,4,0,274,216,455,325,208,284,63,39,1584,368,272,137,75,59,23,3,944,3,8,0,0,0,0,0,11,588,732,462,286,342,93,40,2543
SED30085,62,122,77,46,45,3,3,359,7,5,3,3,0,0,0,23,4,11,11,0,0,0,0,23,135,253,162,113,114,10,6,793,12,27,15,17,9,0,0,71,20,23,9,3,0,0,0,65,33,53,26,16,9,0,0,139,167,304,187,131,128,9,6,928,327,240,117,77,55,0,3,816,11,3,4,9,4,0,0,23,498,551,314,211,182,13,8,1773
SED30086,172,248,158,110,150,30,9,883,22,22,16,10,5,4,3,81,5,25,7,3,9,3,0,54,332,571,382,265,359,91,43,2053,35,81,33,17,38,8,8,220,54,94,35,27,18,4,0,228,91,172,73,44,53,11,9,445,420,742,451,310,415,106,49,2500,690,580,278,173,192,54,22,1986,9,11,8,11,5,3,0,44,1120,1332,735,489,613,157,76,4528
SED30087,111,209,145,103,124,3,0,702,10,19,12,3,10,0,0,53,4,5,3,3,5,0,0,23,205,401,292,223,294,23,8,1445,19,63,35,27,12,0,0,159,33,43,22,6,7,4,0,115,52,110,59,31,19,3,0,276,264,512,350,255,307,27,10,1725,337,289,132,64,63,3,0,895,4,6,3,3,0,0,0,15,602,811,480,323,375,28,10,2631
SED30088,132,256,178,113,125,33,19,856,23,15,4,3,4,0,0,52,3,20,10,8,14,3,0,58,309,520,388,243,322,90,33,1889,69,127,70,32,37,0,3,341,67,110,49,27,33,3,3,291,138,237,123,63,66,8,7,635,445,754,512,300,390,91,33,2526,835,814,444,270,284,80,51,2777,18,18,8,5,3,4,3,58,1297,1584,960,581,675,180,85,5365
SED30089,47,89,57,54,57,38,21,357,10,7,5,0,3,5,0,29,0,6,0,0,6,3,0,17,101,228,182,135,192,112,62,1015,4,13,18,14,8,7,3,57,6,25,8,9,5,3,0,58,15,35,25,15,11,12,3,114,115,271,210,154,199,120,59,1128,116,93,52,22,35,23,18,360,5,3,3,3,0,0,0,17,236,361,259,183,237,146,81,1508
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,29,54,24,28,29,28,17,214,3,6,0,5,6,7,3,29,0,0,0,3,0,0,0,7,50,114,77,65,101,85,56,549,3,7,4,0,4,3,0,16,3,8,3,5,3,3,0,24,3,16,4,10,7,8,0,43,54,131,88,70,102,90,56,587,42,53,24,24,45,25,19,234,0,0,0,0,0,0,0,0,98,184,112,93,145,119,77,823
SED40002,26,86,69,36,58,40,12,330,10,7,3,4,5,0,0,20,0,0,0,0,0,0,4,5,49,175,145,90,149,87,47,740,3,4,3,3,3,0,0,24,3,3,6,0,7,0,3,24,9,12,5,5,4,4,3,42,53,181,156,99,155,87,51,781,68,59,25,26,24,22,21,248,0,4,3,0,0,0,0,8,124,240,178,124,177,109,74,1035
SED40003,23,61,59,46,56,35,23,300,3,0,0,0,0,4,0,10,0,0,0,3,0,0,0,4,39,115,110,88,149,89,73,660,0,7,5,8,3,5,0,31,6,6,0,0,7,3,0,30,11,15,6,4,10,10,0,62,45,130,120,98,161,102,73,724,23,39,37,29,42,26,22,224,0,0,0,0,0,0,0,3,74,169,160,129,207,129,92,953
SED40004,45,88,52,45,56,29,13,327,7,8,3,0,8,5,0,28,0,0,3,3,5,0,0,21,78,162,117,106,157,69,32,720,0,10,9,3,4,0,0,23,3,7,13,6,5,0,0,30,3,18,20,7,11,0,0,58,81,182,133,115,167,69,32,782,63,71,42,29,30,13,7,253,0,0,4,0,0,0,0,9,148,252,178,143,196,85,38,1036
SED40005,50,141,103,57,92,16,3,457,4,3,3,4,0,0,0,16,0,0,0,0,3,0,0,5,74,220,180,129,178,25,3,808,8,25,14,9,10,4,0,76,9,28,15,3,9,0,0,66,22,53,30,17,19,4,0,145,99,276,203,141,200,27,4,953,197,202,120,65,74,11,0,667,3,10,0,3,3,0,0,13,297,490,322,209,273,37,9,1637
SED40006,63,120,87,66,85,35,15,473,7,4,3,4,11,7,0,29,0,0,3,0,0,0,0,10,108,213,168,137,194,103,49,971,0,15,0,9,11,7,3,49,8,23,10,11,15,11,0,82,15,40,10,18,28,15,5,128,123,250,183,155,221,116,49,1097,195,165,105,70,87,47,22,700,4,7,3,0,0,0,0,16,323,421,290,226,308,164,78,1810
SED40007,43,79,57,40,75,27,20,341,3,4,5,3,3,0,0,21,4,4,0,0,0,3,0,11,73,144,112,81,157,92,46,706,0,5,3,3,12,4,3,34,4,10,10,3,0,0,5,35,9,17,12,8,12,7,4,70,75,159,127,86,169,103,53,776,59,64,44,32,43,15,12,269,0,3,3,0,0,0,0,16,139,230,171,121,214,123,60,1056
SED40008,50,76,65,49,75,38,14,364,11,3,0,0,0,0,0,14,0,4,3,3,0,3,0,21,78,138,123,104,168,83,44,731,3,8,6,12,8,9,3,47,7,18,10,7,6,5,0,51,6,28,11,15,18,11,4,95,84,161,139,119,184,97,44,825,128,158,64,44,58,37,24,515,8,3,0,0,0,0,0,20,223,322,205,162,248,131,70,1360
SED40009,47,102,61,49,65,25,24,369,3,3,5,3,7,0,0,25,0,0,0,0,0,0,0,0,69,173,119,94,152,84,64,757,0,8,0,3,0,0,0,13,4,4,4,0,7,0,0,21,9,9,6,7,7,0,0,38,76,182,125,98,155,88,64,795,61,65,36,23,38,19,5,239,0,3,0,0,0,0,0,7,133,250,161,124,193,106,73,1041
SED40010,40,95,46,40,70,31,28,357,3,6,11,0,3,0,0,25,0,3,3,0,0,0,0,5,66,173,115,98,175,95,67,793,3,3,4,3,4,3,0,26,3,10,5,7,10,0,3,39,10,12,10,12,14,3,3,61,73,186,124,111,191,101,75,851,55,56,30,18,41,8,21,232,0,0,0,0,0,3,0,3,133,239,156,127,229,108,93,1088
SED40011,49,107,77,43,75,26,22,398,3,3,8,0,7,0,0,22,3,3,0,3,3,3,0,13,88,170,119,83,155,69,53,736,4,11,6,8,12,6,0,41,3,15,13,8,10,5,0,55,3,24,23,14,20,6,3,98,92,194,140,95,175,79,56,835,130,122,67,51,63,27,15,473,3,0,4,0,0,0,0,7,221,316,215,146,237,108,68,1315
SED40012,58,113,88,58,77,32,13,448,3,3,0,0,3,0,0,13,3,10,0,0,0,0,0,15,95,203,140,109,156,77,35,822,6,13,15,3,11,3,5,55,16,25,22,10,11,5,0,88,26,35,35,13,23,7,3,144,126,245,175,117,184,82,43,967,211,210,136,97,138,85,43,915,9,7,6,0,0,3,0,24,337,457,313,222,317,169,86,1903
SED40013,49,125,118,77,71,14,5,464,3,6,0,3,5,0,0,15,0,3,4,0,0,0,0,6,60,164,152,131,141,28,11,684,4,16,8,3,18,4,0,50,12,19,3,7,4,0,0,44,18,34,16,11,18,4,0,99,81,196,171,136,161,28,11,781,124,134,83,45,61,12,0,456,0,4,0,3,0,0,0,12,205,332,252,186,222,34,10,1247
SED40014,53,135,98,72,79,35,9,478,13,6,0,11,4,0,0,41,3,4,0,0,0,0,0,6,94,225,177,125,191,97,29,937,9,13,11,9,7,3,3,42,5,14,6,4,7,3,0,35,11,25,13,12,7,7,0,75,102,254,184,136,197,101,30,1012,71,109,48,37,38,15,10,330,3,3,0,0,0,0,0,9,180,369,233,173,240,119,41,1344
SED40015,61,115,81,58,87,9,0,406,14,3,3,0,3,0,0,22,4,6,0,3,3,0,0,13,91,188,149,114,169,15,3,727,8,16,8,0,6,0,0,44,13,18,12,3,9,0,0,53,19,25,20,6,14,0,0,97,114,214,174,118,183,22,3,829,158,150,71,55,40,17,3,482,6,14,10,8,0,0,0,33,281,371,251,181,225,32,7,1339
SED40016,52,105,76,62,80,28,12,416,4,4,5,3,3,3,0,31,4,3,3,0,0,0,0,14,96,192,145,110,194,83,40,860,0,7,3,5,6,0,0,26,7,19,9,7,5,4,0,59,10,23,12,13,13,4,3,87,105,216,157,120,214,91,41,946,142,131,71,44,51,22,13,467,4,0,0,0,0,0,0,8,249,342,226,167,259,111,61,1421
SED40017,40,119,97,72,98,17,3,442,8,5,3,4,7,0,0,40,0,5,0,0,4,0,0,9,71,181,149,129,205,36,9,771,3,26,16,11,7,0,0,60,12,23,21,9,16,0,0,91,15,49,34,21,21,0,0,145,89,228,183,144,230,33,9,922,248,211,105,94,93,11,7,764,4,3,0,0,3,0,0,10,340,441,283,241,323,49,14,1696
SED40018,85,116,93,43,78,5,0,429,12,8,3,7,4,0,0,35,4,7,0,0,4,0,0,15,137,206,154,103,157,13,3,785,21,41,30,9,22,3,0,132,21,26,21,13,11,0,0,82,42,62,44,23,38,4,0,215,181,273,202,131,188,16,7,998,314,255,157,80,71,7,0,892,6,18,16,0,0,0,0,46,501,548,375,211,262,31,8,1930
SED40019,38,99,80,51,70,13,3,365,0,0,3,4,0,0,0,8,4,5,0,8,5,0,0,14,57,152,120,103,149,33,9,622,7,12,13,11,13,0,0,53,9,25,19,12,8,3,0,76,11,37,29,22,21,3,0,127,71,184,149,126,178,31,9,744,180,163,109,67,59,10,6,591,5,10,3,6,3,0,0,25,255,363,260,197,239,43,15,1359
SED40020,54,143,103,52,72,17,3,451,9,12,6,0,5,0,3,33,0,8,3,3,6,0,0,19,79,224,164,108,166,33,14,795,10,14,19,14,13,0,0,80,16,22,22,0,10,4,0,87,29,44,41,12,26,7,0,163,109,267,212,125,195,38,19,966,224,221,88,65,61,18,0,676,9,4,3,0,0,0,0,23,347,492,302,193,255,56,16,1659
SED40021,49,81,63,24,69,43,29,362,3,3,3,3,7,0,0,22,3,5,5,3,5,3,0,27,77,151,116,76,176,112,67,781,7,7,3,4,10,7,3,36,10,21,11,3,0,3,3,53,11,28,10,8,9,8,9,87,91,182,130,84,182,115,72,862,99,98,60,36,47,29,16,391,3,8,3,3,0,0,0,16,196,282,191,123,233,151,89,1269
SED40022,27,102,80,65,81,24,17,406,11,3,0,3,4,0,0,18,0,0,3,0,3,0,0,11,62,167,150,126,177,65,42,787,3,3,9,3,3,0,0,17,4,12,10,8,8,0,3,45,4,12,10,10,14,3,3,59,69,188,164,136,191,64,43,849,71,74,39,28,37,15,3,264,0,0,0,0,3,0,0,6,146,264,200,168,227,80,44,1124
SED40023,125,204,138,105,154,28,15,768,14,12,7,3,3,0,0,36,0,4,0,0,3,0,0,11,175,299,217,175,273,71,32,1254,3,28,11,3,10,3,0,62,31,38,23,9,12,3,3,114,29,67,36,10,25,8,3,177,211,372,253,190,295,75,36,1435,282,279,149,90,82,23,8,917,0,3,4,0,0,0,0,11,488,653,411,284,386,101,41,2361
SED40024,57,143,124,77,127,45,13,592,5,7,4,6,3,5,0,31,3,0,0,0,3,0,0,3,96,245,204,144,265,89,30,1074,3,7,3,3,5,3,0,22,8,10,15,5,13,4,3,52,12,19,18,9,17,5,3,77,112,264,225,157,280,94,32,1151,119,121,70,47,54,17,10,436,9,3,3,0,0,0,0,12,235,384,300,199,333,111,39,1602
SED40025,50,108,74,62,60,25,18,400,9,4,5,0,5,0,0,24,0,3,0,3,4,4,0,12,93,207,147,119,173,87,39,865,3,12,3,4,3,3,4,35,13,19,18,8,11,0,0,62,15,32,20,12,16,7,4,97,109,237,168,132,185,94,42,961,124,150,73,48,58,32,12,500,4,0,0,0,0,0,0,5,234,383,241,183,245,124,52,1473
SED40026,97,175,122,87,122,33,14,645,15,8,10,4,6,3,3,46,9,9,6,3,3,0,0,30,162,314,216,159,245,84,31,1219,21,29,14,14,25,3,0,99,21,30,29,8,8,0,0,100,37,60,45,19,32,4,0,203,200,372,263,177,280,91,31,1421,339,245,100,69,82,20,3,860,9,8,0,0,0,0,0,17,554,626,356,251,363,112,35,2291
SED40027,71,148,92,77,95,31,18,533,14,18,7,0,3,0,0,43,3,0,3,0,0,0,0,13,137,234,150,128,171,79,39,936,20,52,32,10,24,8,0,153,34,61,31,8,7,0,0,140,58,110,62,22,37,7,3,301,196,343,209,154,203,90,39,1238,527,426,238,148,154,53,20,1557,10,9,15,3,0,0,0,34,724,774,463,303,356,143,64,2831
SED40028,40,97,70,54,59,13,0,339,0,8,0,3,0,0,0,18,0,0,3,0,0,0,0,3,57,158,109,99,121,21,4,569,3,13,10,3,0,0,0,32,4,17,3,3,3,0,0,33,12,32,11,12,11,0,0,63,71,191,124,104,127,21,4,638,137,122,67,34,36,8,0,413,4,3,0,0,5,0,0,12,206,318,191,142,171,28,4,1066
SED40029,54,157,89,60,105,36,20,520,15,8,3,0,3,0,0,32,4,4,4,5,0,0,0,21,95,241,158,114,194,66,33,898,6,25,19,13,17,3,0,84,12,26,13,4,12,0,3,77,15,55,33,21,26,3,3,159,113,296,189,131,222,72,32,1061,250,226,119,75,91,21,6,795,5,7,5,0,0,0,0,18,367,531,316,203,319,96,43,1878
SED40030,68,159,84,57,77,35,13,488,9,17,4,3,11,3,0,51,0,0,0,0,0,0,0,4,107,247,153,123,189,70,50,943,3,22,9,10,3,3,0,47,6,15,8,5,9,5,0,53,10,36,20,12,6,7,0,97,125,284,173,138,202,80,48,1047,116,122,68,51,46,13,16,439,6,3,0,3,0,0,0,15,244,415,244,189,250,94,63,1492
SED40031,38,65,60,55,73,24,23,344,4,3,5,3,3,0,0,23,0,0,0,0,0,0,0,4,78,151,138,101,177,87,62,794,6,5,9,3,7,6,0,28,3,15,6,7,5,0,0,37,8,18,15,8,20,6,0,67,86,164,151,109,193,97,64,859,57,75,39,29,39,20,5,276,0,3,0,0,0,0,0,10,145,245,191,142,230,117,70,1145
SED40032,44,86,54,47,61,28,26,343,12,0,0,0,3,0,0,21,0,0,0,0,0,0,0,3,73,145,109,83,133,69,53,673,8,7,10,4,0,3,0,26,7,15,11,3,4,0,0,41,9,24,21,6,4,3,0,71,86,170,131,90,138,75,56,737,67,50,22,27,21,10,12,199,0,0,0,0,3,0,0,3,148,221,156,110,157,79,62,937
SED40033,70,173,101,84,92,10,13,547,15,4,3,3,7,0,0,35,3,6,0,0,3,0,0,11,111,251,176,153,193,26,18,933,6,19,9,11,7,9,0,70,19,18,10,5,5,0,0,59,30,41,20,21,11,9,0,134,138,292,197,170,209,41,19,1063,210,170,89,77,68,12,3,627,11,13,0,3,0,0,0,25,359,473,290,245,280,50,22,1716
SED40034,131,196,125,84,99,30,9,675,28,12,3,0,9,3,0,61,13,4,13,0,9,3,0,43,225,345,232,141,227,79,26,1271,36,60,30,27,27,7,4,187,43,74,31,20,20,8,0,192,76,135,64,43,46,14,7,379,299,479,287,188,276,90,30,1651,610,547,237,155,169,53,17,1778,19,19,3,7,3,0,0,52,926,1048,532,354,441,141,44,3479
SED40035,57,146,110,63,82,36,20,515,4,3,0,3,3,0,0,14,0,4,3,0,0,3,0,14,94,212,161,133,187,84,50,930,3,13,3,4,5,7,0,34,9,13,9,10,3,0,0,46,9,32,12,15,7,7,0,80,101,247,174,142,202,93,50,1005,90,84,43,29,38,10,12,311,0,0,3,0,0,0,0,3,193,330,215,172,241,107,68,1322
SED40036,64,133,82,69,83,34,15,484,14,0,0,4,5,0,0,31,0,5,0,0,7,5,4,17,116,219,147,107,169,79,38,872,14,23,13,18,20,0,5,92,13,17,12,3,3,4,0,58,28,42,27,18,26,3,5,153,141,259,176,127,198,88,37,1023,207,207,97,82,84,34,27,742,3,4,0,0,0,0,0,7,349,463,267,212,285,119,66,1770
SED40037,68,129,98,57,87,38,14,502,11,10,6,3,6,0,0,34,3,3,7,0,7,0,0,23,140,242,197,118,211,88,40,1038,7,26,21,12,9,7,0,78,16,23,23,5,7,3,3,76,24,55,41,18,22,8,4,158,161,294,236,128,229,99,46,1195,237,241,114,78,91,37,21,819,9,4,3,0,0,0,0,16,409,534,352,212,325,136,69,2030
SED40038,82,132,94,54,98,22,16,496,23,3,6,0,0,0,0,35,3,7,4,0,3,0,0,15,150,224,169,119,202,65,30,965,25,50,21,19,19,13,0,142,21,46,22,10,13,3,7,124,45,90,48,31,32,15,3,266,199,317,217,151,233,82,40,1234,378,348,172,131,151,58,32,1265,9,10,9,3,0,0,0,38,586,676,388,283,392,137,66,2533
SED40039,99,152,113,60,99,30,6,561,20,5,6,3,4,0,3,45,6,9,3,4,3,0,0,28,170,253,211,135,229,79,32,1107,11,40,27,20,14,6,0,115,26,39,9,12,15,0,0,100,42,77,39,32,21,6,3,222,207,326,252,174,258,83,35,1325,333,289,165,125,135,22,3,1080,7,23,3,3,3,0,0,38,546,644,416,300,390,106,38,2445
SED40040,47,124,85,52,87,11,5,416,5,15,3,0,10,5,0,41,3,3,3,0,3,0,0,13,82,197,160,113,181,34,11,783,5,12,15,10,10,0,0,50,7,11,3,4,3,0,3,38,13,25,19,16,13,0,3,90,89,231,179,129,195,36,12,871,120,119,69,41,54,9,3,417,0,0,0,0,0,0,0,3,211,349,252,168,253,46,18,1291
SED40041,49,108,85,61,70,10,0,372,12,3,8,0,7,0,0,29,5,5,0,3,3,0,0,19,86,177,141,101,139,25,3,674,6,26,24,8,18,0,0,82,11,26,18,11,4,0,0,69,17,52,42,18,26,0,0,151,105,224,185,123,162,28,3,827,237,234,105,85,62,6,0,731,9,9,5,5,0,0,0,29,347,466,299,210,227,33,8,1588
SED40042,125,226,136,101,105,28,18,733,19,10,6,7,4,3,0,52,8,3,3,4,3,3,0,18,221,368,225,184,236,80,37,1348,24,35,20,17,17,7,3,127,40,37,23,19,19,9,5,145,63,65,48,35,32,21,11,275,288,438,270,219,263,100,44,1620,477,434,206,122,145,56,21,1454,8,11,4,0,0,0,0,31,774,879,478,343,406,155,68,3107
SED40043,65,131,82,56,81,32,15,448,0,3,4,0,0,5,0,11,3,6,0,0,3,4,3,18,110,209,157,111,176,90,61,920,11,21,12,6,13,5,0,64,10,17,22,4,8,3,0,68,22,37,29,10,21,12,4,130,132,249,186,125,197,101,57,1048,151,153,88,56,66,41,20,572,0,0,0,0,0,3,0,5,285,401,280,179,260,142,84,1622
SED40044,42,84,54,37,54,37,23,329,6,5,0,0,8,0,0,24,0,0,0,0,0,0,0,3,68,169,124,97,162,104,62,779,0,8,0,3,4,3,0,20,0,4,7,5,8,0,0,30,0,11,10,5,13,5,3,45,68,178,134,105,173,105,58,828,32,39,30,33,39,10,7,201,0,0,0,0,3,0,0,4,102,219,164,141,220,113,68,1034
SED40045,33,72,63,54,68,41,26,358,0,4,0,3,3,3,3,21,0,0,0,0,0,0,0,6,54,126,127,114,170,86,67,734,0,12,3,3,3,0,0,29,0,11,6,4,4,0,3,32,3,22,7,10,10,3,5,60,53,141,134,126,182,91,72,793,35,39,34,25,33,23,19,207,3,0,0,0,3,0,0,5,94,183,171,148,217,112,87,1005
